gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
30960,28年毀滅倒數,28 YEARS LATER,美國,限制級,2025-06-17,美商台灣索尼影業發行股份有限公司台灣分公司,114,丹尼鮑伊,阿爾菲威廉斯; 雷夫范恩斯; 亞倫泰勒強森; 茱蒂康默
