gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
31507,一兆$遊戲　劇場版,Trillion Game the Movie,日本,保護級,2025-08-15,天馬行空數位有限公司,117,,
