gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31302,是誰搞的鬼,I KNOW WHAT YOU DID LAST SUMMER,美國,限制級,2025-07-18,美商台灣索尼影業發行股份有限公司台灣分公司,111,珍妮佛凱汀羅賓遜,約拿豪爾金; 莎拉皮金; 泰瑞克懷瑟斯; 珍妮佛樂芙休伊; 馬德林克萊因; 雀絲蘇萬德斯
