gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
25994,BIG,BIG,中華民國,普遍級,2023-12-01,米倉影業股份有限公司,158,魏德聖,范逸臣; 曾沛慈; 陳博正; 周厚安; 田中千繪; 曾珮瑜; 黃鐙輝
