gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
26246,白衣蒼狗,Mongrel,中華民國,保護級,2025-06-27,小公園映畫有限公司,129,曾威量; 尹又巧,陸弈靜; 春風; achtara suwan; wanlop rungkamjad
