gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
30854,腓尼基計劃,THE PHOENICIAN SCHEME,美國,輔12級,2025-06-06,美商美國環球影片股份有限公司台灣分公司,101,魏斯安德森,米亞薛爾波頓; 麥可塞拉; 班尼西歐岱托羅; 琥珀戴維絲; 史嘉蕾喬韓森; 傑弗瑞萊特; 湯姆漢克斯
