atmovies_id,gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
fmtw48244467,27899,96分鐘,96 MINUTES,中華民國,輔12級,2025-09-05,華影國際影藝有限公司,7080,洪子烜,林柏宏; 王柏傑; 宋芸樺; 李李仁
