gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
30296,跳進部落的孩子,Dancing Home,中華民國,普遍級,2025-04-17,摩登星球影業有限公司,89,王政一; 王政一,布拉瑞揚帕格勒法
