gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
31745,血怨,PEREWANGAN,印尼,輔15級,2025-09-26,車庫娛樂股份有限公司,6540,艾文蘇亞迪,烏利特里亞尼; 珊蒂; 貝比伊芙琳; 達維娜卡拉莫伊
