gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
30784,她眼中的世界,LEE,美國,輔12級,2025-05-29,采昌國際多媒體股份有限公司,116,艾倫庫羅絲,瑪莉詠柯蒂亞; 諾耶米梅蘭特; 亞歷山大史柯斯嘉; 安迪山伯格; 喬許奧康納; 凱特溫絲蕾; 安德麗亞瑞斯波羅格
