gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31436,馴鹿大冒險：超越北極光,Niko - Beyond the Northern Lights,芬蘭,普遍級,2025-08-08,海鵬影業有限公司,85,約根列爾登; 卡里尤索南,達爾莫馬根尼斯; 馬修韋倫; 羅傑格雷格; 保羅泰來克; 艾琳米滕; 愛瑪詹金斯
