gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
32103,狼來了,COYOTES,美國,輔15級,2025-10-09,車庫娛樂股份有限公司,91,科林米尼漢,賈斯汀隆; 凱特柏絲沃
