gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
29766,長安三萬里,Chang An,中國大陸,普遍級,2025-04-30,未來敘事工場股份有限公司,167,鄒靖; 謝君偉,吳俊全; 宣曉鳴; 劉校妤; 楊天翔; 凌振赫; 孫路路
