gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
31596,厲陰宅：最終聖事,The Conjuring：Last Rites,美國,輔15級,2025-09-03,美商華納兄弟（遠東）股份有限公司台灣分公司,135,麥可查維斯,薇拉法蜜嘉; 派翠克威爾森
