gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
26625,貓王與我,PRISCILLA,美國,保護級,2024-01-26,車庫娛樂股份有限公司,112,蘇菲亞柯波拉,卡莉史派妮; 雅各艾洛迪
