gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
31713,捏造：史上最惡殺人教師,SHAM,日本,輔12級,2025-09-19,光年映畫有限公司,129,三池崇史,龜梨和也; 大倉孝二; 綾野剛; 木村文乃; 柴崎幸
