atmovies_id,gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
fdjp32820897,31365,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,Demon Slayer：Kimetsu no Yaiba Infinity Castle,日本,輔12級,2025-08-06,木棉花國際股份有限公司,9240,,
