gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31082,地球特派員,ELIO,美國,普遍級,2025-07-02,台灣華特迪士尼股份有限公司,97,石之予; 瑪德琳夏拉菲安; 阿德里安莫里納,雪莉韓德森; 柔伊莎達娜; 瑞蜜艾格莉; 賈米拉賈米爾; 布萊德嘉瑞特; 尤納斯基布里布
