gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31686,陽台上的壞女孩,THE BALCONETTES,法國,限制級,2025-09-05,東昊影業有限公司,103,諾耶米梅蘭特,蘇海拉雅各布; 諾耶米梅蘭特; 娜德戈伯森迪亞涅; 盧卡斯巴禾; 桑達科德雷努
