gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
30669,蝸牛少女回憶錄,Memoir of a Snail,澳洲,輔12級,2025-05-16,好威映象有限公司,94,亞當艾利特,寇帝史密麥菲; 尼克凱夫; 艾瑞克巴納; 賈姬威佛; 莎拉史諾克
