gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31843,BTS 2016 HYYH On Stage：Epilogue Remastered,BTS 2016 HYYH On Stage：Epilogue Remastered,韓國,普遍級,2025-09-24,威秀影城股份有限公司,102,,
