gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
26245,左撇子女孩,Left-Handed Girl,中華民國,輔12級,2025-10-31,左撇子女孩電影製作有限公司,108,鄒時擎,馬士媛; 蔡淑臻; 葉子綺; 黃鐙輝
