gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
30155,QUEER,QUEER,美國,限制級,2025-03-21,采昌國際多媒體股份有限公司,136,盧卡格達戈尼諾,德魯史塔基; 丹尼爾克雷格; 蕾絲莉蔓薇爾
