gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
31807,泥娃娃,Mudborn,中華民國,輔15級,2025-10-09,威視股份有限公司,110,解孟儒,郭雪芙; 蔡思韵; 張軒睿; 楊祐寧
