gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
31541,熱烈,One and Only,中國大陸,普遍級,2025-09-26,恆星多媒體股份有限公司,123,大鵬,王一博; 黃渤
