gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
20828,媽的多重宇宙,Everything Everywhere All at Once,美國,輔12級,2022-04-13,薩摩亞商雄讚股份有限公司台灣分公司,139,丹尼爾關; 丹尼爾舒奈特,楊紫瓊; 珍妮史雷; 潔美李寇蒂斯; Ke Huy Quan; 吳漢章; 岑勇康; 史蒂芬妮許; Andy Le; Audrey Wasilewski; Anthony Molinari; Brian Le; Amanda; Peter Banifaz; D.Y. Sao; Pablo Ramos; Emmett Ferguson
