gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
16264,阿基拉,AKIRA,日本,輔15級,2020-06-24,車庫娛樂股份有限公司,7500,大友克洋,岩田光央; 佐佐木望; 小山茉美; 石田太郎; 大倉正章; 草尾毅; 玄田哲章; 淵崎有里子; 大竹宏; 中村龍彥; 神藤一弘; 北村弘一; 鈴木瑞穗
