gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
31715,致我所愛之人,Belonging,日本,普遍級,2025-09-05,中影股份有限公司,90,東香織,小泉今日子
