gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
9161,宿怨,HEREDITARY,美國,輔15級,2018-06-13,傳影互動股份有限公司,128,亞瑞阿斯特,東妮克莉蒂; 蓋布瑞拜恩; 艾力克斯沃爾夫; 米莉夏皮羅; 安道得; Mallory Bechtel; Zachary Arthur; Mark Blockovich; Jake Brown; Gabriel Monroe Eckert; John Forker; Gerry Garcia; Austin R. Grant; Rachelle Hardy; Brock McKinney
