gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
9977,龍貓,となりのトトロ,日本,普遍級,2021-01-29,台灣華特迪士尼股份有限公司,87,宮崎駿,日高範子; 坂本千夏; 糸井重里; 島本須美; 高木均; 龍田直樹; 北林谷榮; 雨笠利幸; 丸山裕子; 廣瀨正志; 鷲尾真知子; 神代知衣; 千葉繁; 鈴木黎子; 中村大樹; 水谷優子; 西村朋紘; 平松晶子
