gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
23602,霍爾的移動城堡,Howl's Moving Castle,日本,普遍級,2023-02-01,香港商甲上娛樂有限公司台灣分公司,119,宮崎駿,木村拓哉; 倍賞千惠子; 美輪明宏; 神木隆之介; 美輪明宏
