gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length_min,director,actor_list
31329,全知讀者視角,Omniscient Reader,韓國,輔12級,2025-07-21,采昌國際多媒體股份有限公司,116,金秉祐,蔡秀彬; 林珍娜; 安孝燮; 李敏鎬; 金智秀; 申承浩
