gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
30704,造山者－世紀的賭注,A Chip Odyssey,中華民國,普遍級,2025-06-13,視納華仁文化傳播股份有限公司,6300,蕭菊貞,
