gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length,director,actor_list
29380,失明,Blind Love,中華民國,輔15級,2025-09-19,周子娛樂有限公司,8520,周美豫,王渝萱; 李銘忠; 吳可熙; 林依晨; 劉敬; 李沐
