gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list
23614,我的鯨魚老爸,THE WHALE,美國,保護級,2023-02-02,車庫娛樂股份有限公司,116,戴倫亞洛諾夫斯基,布蘭登費雪; 莎蒂辛克; 周洪; 泰辛普金斯; 珊曼莎摩頓; Sathya Sridharan; Jacey Sink
