gov_id,gov_title_zh,gov_title_en,region,rating,release_date,publisher,film_length_min,director,actor_list
30530,守護我們的星球,Guardians of our planet,中華民國,普遍級,2025-05-23,牽猴子股份有限公司,111,舒夢蘭,
