gov_id,樣本數,總票房,平均票房,最大票房
29653,18,98637700.0,5479872.222222222,20411492.0
30738,19,44698217.0,2352537.736842105,18291457.0
30809,17,86309580.0,5077034.117647059,31273318.0
31186,14,20295860.0,1449704.2857142857,10824812.0
31329,12,23959434.0,1996619.5,12052578.0
31807,2,32478808.0,16239404.0,21969442.0
