gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31596,fcen22898462,2025W42,2025-09-01~2025-09-07,21578472.0,72188,21578472.0,72188,0.0,92,2025-10-13
31596,fcen22898462,2025W42,2025-09-08~2025-09-14,20459408.0,69369,42037880.0,141557,-0.05186020585702268,92,2025-10-13
31596,fcen22898462,2025W42,2025-09-15~2025-09-21,9769486.0,33712,51807366.0,175269,-0.5224941992456478,92,2025-10-13
31596,fcen22898462,2025W42,2025-09-22~2025-09-28,5038965.0,17744,56846331.0,193013,-0.4842139084901703,89,2025-10-13
31596,fcen22898462,2025W42,2025-09-29~2025-10-05,2714260.0,9501,59560591.0,202514,-0.4613457327050297,83,2025-10-13
31596,fcen22898462,2025W42,2025-10-06~2025-10-12,686479.0,2413,60247070.0,204927,-0.7470842881669405,67,2025-10-13
