gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31037,fsen11092020,2025W42,2025-09-29~2025-10-05,704268.0,2877,704268.0,2877,0.0,62,2025-10-13
31037,fsen11092020,2025W42,2025-10-06~2025-10-12,524963.0,2175,1229231.0,5052,-0.25459768156440443,62,2025-10-13
