gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31808,fjin27433995,2025W42,2025-09-29~2025-10-05,724163.0,2811,724163.0,2811,0.0,42,2025-10-13
31808,fjin27433995,2025W42,2025-10-06~2025-10-12,387889.0,1513,1112052.0,4324,-0.46436230517162574,41,2025-10-13
