gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31651,ften31184028,2025W42,2025-09-22~2025-09-28,992501.0,3822,992501.0,3822,0.0,60,2025-10-13
31651,ften31184028,2025W42,2025-09-29~2025-10-05,995482.0,3805,1987983.0,7627,0.003003523422142648,61,2025-10-13
31651,ften31184028,2025W42,2025-10-06~2025-10-12,237509.0,918,2225492.0,8545,-0.7614130642241648,51,2025-10-13
