gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31900,fmjp32600395.json,2025W42,2025-09-29~2025-10-05,2062269.0,7183,2062269.0,7183,0.0,69,2025-10-13
31900,fmjp32600395.json,2025W42,2025-10-06~2025-10-12,1324908.0,4877,3387177.0,12060,-0.35754840905817814,69,2025-10-13
