gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31702,fdde31116299.json,2025W42,2025-09-29~2025-10-05,56676.0,241,56676.0,241,0.0,13,2025-10-13
31702,fdde31116299.json,2025W42,2025-10-06~2025-10-12,52535.0,222,109211.0,463,-0.07306443644576187,13,2025-10-13
