gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
32087,fben37510071,2025W42,2025-09-29~2025-10-05,86655.0,316,86655.0,316,0,1,2025-10-13
