gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31777,faen13650700,2025W42,2025-09-29~2025-10-05,54000.0,180,54000.0,180,0,1,2025-10-13
