gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31809,fsen44682810.json,2025W42,2025-09-22~2025-09-28,590340.0,2431,590340.0,2431,0.0,48,2025-10-13
31809,fsen44682810.json,2025W42,2025-09-29~2025-10-05,535405.0,2215,1125745.0,4646,-0.09305654368668903,48,2025-10-13
31809,fsen44682810.json,2025W42,2025-10-06~2025-10-12,59633.0,247,1185378.0,4893,-0.8886207637209216,35,2025-10-13
