gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
32099,ften36604188,2025W42,2025-10-06~2025-10-12,19442221.0,59827,19442221.0,59827,0,93,2025-10-13
