gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31704,fren35231528,2025W42,2025-09-22~2025-09-28,126241.0,587,126241.0,587,0.0,12,2025-10-13
31704,fren35231528,2025W42,2025-09-29~2025-10-05,52150.0,224,178391.0,811,-0.5869012444451486,12,2025-10-13
31704,fren35231528,2025W42,2025-10-06~2025-10-12,41230.0,204,219621.0,1015,-0.20939597315436242,10,2025-10-13
