gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31159,foen31520900,2025W42,2025-09-29~2025-10-05,83803.0,317,83803.0,317,0.0,18,2025-10-13
31159,foen31520900,2025W42,2025-10-06~2025-10-12,66212.0,261,150015.0,578,-0.20990895314010238,18,2025-10-13
