gov_id,atmovies_id,week_label,week_range,amount,tickets,total_amount,total_tickets,rate,theater_count,fetch_date
31797,foen30144839,2025W42,2025-09-22~2025-09-28,9353106.0,30314,9353106.0,30314,0.0,83,2025-10-13
31797,foen30144839,2025W42,2025-09-29~2025-10-05,9243370.0,30196,18596476.0,60510,-0.011732573115283843,83,2025-10-13
31797,foen30144839,2025W42,2025-10-06~2025-10-12,2647508.0,8870,21243984.0,69380,-0.7135776237454522,83,2025-10-13
