gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,amount,tickets,theater_count
13460,2019-07-12,2019-07-08~2019-07-14,1,1,1,1.0,0,0,,,,,,,3,890052.0,296684.0,959929.0,890052.0,3980.0,19
13460,2019-07-12,2019-07-15~2019-07-21,1,1,2,2.0,0,0,,890052.0,,3980.0,,19.0,3,890052.0,296684.0,959929.0,959929.0,4255.0,19
13460,2019-07-12,2019-07-22~2019-07-28,1,1,3,3.0,0,0,890052.0,959929.0,3980.0,4255.0,19.0,19.0,3,890052.0,296684.0,959929.0,360104.0,1621.0,13
13460,2019-07-12,2019-07-29~2019-08-04,1,1,4,4.0,0,0,959929.0,360104.0,4255.0,1621.0,19.0,13.0,3,890052.0,296684.0,959929.0,167345.0,751.0,8
13460,2019-07-12,2019-08-05~2019-08-11,1,1,5,5.0,0,0,360104.0,167345.0,1621.0,751.0,13.0,8.0,3,890052.0,296684.0,959929.0,63720.0,288.0,2
13460,2019-07-12,2019-08-12~2019-08-18,1,1,6,6.0,0,0,167345.0,63720.0,751.0,288.0,8.0,2.0,3,890052.0,296684.0,959929.0,11960.0,53.0,2
13460,2019-07-12,2025-09-15~2025-09-21,2,2,1,1.0,0,0,,,,,,,3,890052.0,296684.0,959929.0,537603.0,1983.0,38
13460,2019-07-12,2025-09-22~2025-09-28,2,2,2,2.0,0,0,,537603.0,,1983.0,,38.0,3,890052.0,296684.0,959929.0,492329.0,1859.0,38
13460,2019-07-12,2025-09-29~2025-10-05,2,2,3,3.0,0,0,537603.0,492329.0,1983.0,1859.0,38.0,38.0,3,890052.0,296684.0,959929.0,169103.0,634.0,22
13460,2019-07-12,2025-10-06~2025-10-12,2,2,4,4.0,0,0,492329.0,169103.0,1859.0,634.0,38.0,22.0,3,890052.0,296684.0,959929.0,24067.0,95.0,6
13460,2019-07-12,2025-10-13~2025-10-19,2,2,5,5.0,0,0,169103.0,24067.0,634.0,95.0,22.0,6.0,3,890052.0,296684.0,959929.0,1660.0,6.0,1
15103,2019-12-20,2019-12-16~2019-12-22,1,1,1,1.0,0,0,,,,,,,3,363289.0,121096.33333333333,722436.0,363289.0,1639.0,13
15103,2019-12-20,2019-12-23~2019-12-29,1,1,2,2.0,0,0,,363289.0,,1639.0,,13.0,3,363289.0,121096.33333333333,722436.0,722436.0,3276.0,13
15103,2019-12-20,2019-12-30~2020-01-05,1,1,3,3.0,0,0,363289.0,722436.0,1639.0,3276.0,13.0,13.0,3,363289.0,121096.33333333333,722436.0,763124.0,3460.0,10
15103,2019-12-20,2020-01-06~2020-01-12,1,1,4,4.0,0,0,722436.0,763124.0,3276.0,3460.0,13.0,10.0,3,363289.0,121096.33333333333,722436.0,463425.0,2109.0,10
15103,2019-12-20,2020-01-13~2020-01-19,1,1,5,5.0,0,0,763124.0,463425.0,3460.0,2109.0,10.0,10.0,3,363289.0,121096.33333333333,722436.0,397452.0,1791.0,10
15103,2019-12-20,2020-01-20~2020-01-26,1,1,6,6.0,0,0,463425.0,397452.0,2109.0,1791.0,10.0,10.0,3,363289.0,121096.33333333333,722436.0,198417.0,893.0,9
15103,2019-12-20,2020-01-27~2020-02-02,1,1,7,7.0,0,0,397452.0,198417.0,1791.0,893.0,10.0,9.0,3,363289.0,121096.33333333333,722436.0,131840.0,604.0,7
15103,2019-12-20,2020-02-03~2020-02-09,1,1,8,8.0,0,0,198417.0,131840.0,893.0,604.0,9.0,7.0,3,363289.0,121096.33333333333,722436.0,94940.0,432.0,6
15103,2019-12-20,2020-02-10~2020-02-16,1,1,9,9.0,0,0,131840.0,94940.0,604.0,432.0,7.0,6.0,3,363289.0,121096.33333333333,722436.0,83720.0,371.0,5
15103,2019-12-20,2020-02-17~2020-02-23,1,1,10,10.0,0,0,94940.0,83720.0,432.0,371.0,6.0,5.0,3,363289.0,121096.33333333333,722436.0,41285.0,183.0,3
15103,2019-12-20,2020-02-24~2020-03-01,1,1,11,11.0,0,0,83720.0,41285.0,371.0,183.0,5.0,3.0,3,363289.0,121096.33333333333,722436.0,35220.0,159.0,2
15103,2019-12-20,2020-03-02~2020-03-08,1,1,12,12.0,0,0,41285.0,35220.0,183.0,159.0,3.0,2.0,3,363289.0,121096.33333333333,722436.0,25720.0,116.0,2
15103,2019-12-20,2020-03-09~2020-03-15,1,1,13,13.0,0,0,35220.0,25720.0,159.0,116.0,2.0,2.0,3,363289.0,121096.33333333333,722436.0,5280.0,25.0,1
15103,2019-12-20,2020-03-16~2020-03-22,1,1,14,14.0,0,0,25720.0,5280.0,116.0,25.0,2.0,1.0,3,363289.0,121096.33333333333,722436.0,3200.0,20.0,1
15103,2019-12-20,2020-03-23~2020-03-29,1,1,15,15.0,0,0,5280.0,3200.0,25.0,20.0,1.0,1.0,3,363289.0,121096.33333333333,722436.0,6180.0,40.0,1
15103,2019-12-20,2020-03-30~2020-04-05,1,1,16,16.0,0,0,3200.0,6180.0,20.0,40.0,1.0,1.0,3,363289.0,121096.33333333333,722436.0,2800.0,18.0,1
15103,2019-12-20,2020-04-06~2020-04-12,1,1,17,17.0,0,0,6180.0,2800.0,40.0,18.0,1.0,1.0,3,363289.0,121096.33333333333,722436.0,3420.0,22.0,2
15103,2019-12-20,2020-04-13~2020-04-19,1,1,18,18.0,0,0,2800.0,3420.0,18.0,22.0,1.0,2.0,3,363289.0,121096.33333333333,722436.0,3520.0,24.0,1
15103,2019-12-20,2020-04-20~2020-04-26,1,1,19,19.0,0,0,3420.0,3520.0,22.0,24.0,2.0,1.0,3,363289.0,121096.33333333333,722436.0,1120.0,8.0,1
15103,2019-12-20,2020-06-08~2020-06-14,2,2,1,1.0,0,0,,,,,,,3,363289.0,121096.33333333333,722436.0,23290.0,103.0,1
15103,2019-12-20,2020-06-15~2020-06-21,2,2,2,2.0,0,0,,23290.0,,103.0,,1.0,3,363289.0,121096.33333333333,722436.0,22750.0,103.0,1
15103,2019-12-20,2020-06-22~2020-06-28,2,2,3,3.0,0,0,23290.0,22750.0,103.0,103.0,1.0,1.0,3,363289.0,121096.33333333333,722436.0,18040.0,81.0,1
15103,2019-12-20,2020-06-29~2020-07-05,2,2,4,4.0,0,0,22750.0,18040.0,103.0,81.0,1.0,1.0,3,363289.0,121096.33333333333,722436.0,7840.0,36.0,1
15103,2019-12-20,2020-07-06~2020-07-12,2,2,5,5.0,0,0,18040.0,7840.0,81.0,36.0,1.0,1.0,3,363289.0,121096.33333333333,722436.0,9100.0,40.0,1
15169,2019-12-27,2019-12-23~2019-12-29,1,1,1,1.0,0,0,,,,,,,3,759698.0,253232.66666666666,1495701.0,759698.0,3360.0,14
15169,2019-12-27,2019-12-30~2020-01-05,1,1,2,2.0,0,0,,759698.0,,3360.0,,14.0,3,759698.0,253232.66666666666,1495701.0,1495701.0,6584.0,15
15169,2019-12-27,2020-01-06~2020-01-12,1,1,3,3.0,0,0,759698.0,1495701.0,3360.0,6584.0,14.0,15.0,3,759698.0,253232.66666666666,1495701.0,742613.0,3239.0,15
15169,2019-12-27,2020-01-13~2020-01-19,1,1,4,4.0,0,0,1495701.0,742613.0,6584.0,3239.0,15.0,15.0,3,759698.0,253232.66666666666,1495701.0,538504.0,2393.0,15
15169,2019-12-27,2020-01-20~2020-01-26,1,1,5,5.0,0,0,742613.0,538504.0,3239.0,2393.0,15.0,15.0,3,759698.0,253232.66666666666,1495701.0,202812.0,901.0,14
15169,2019-12-27,2020-01-27~2020-02-02,1,1,6,6.0,0,0,538504.0,202812.0,2393.0,901.0,15.0,14.0,3,759698.0,253232.66666666666,1495701.0,96750.0,444.0,10
15169,2019-12-27,2020-02-03~2020-02-09,1,1,7,7.0,0,0,202812.0,96750.0,901.0,444.0,14.0,10.0,3,759698.0,253232.66666666666,1495701.0,34930.0,157.0,4
15169,2019-12-27,2020-02-10~2020-02-16,1,1,8,8.0,0,0,96750.0,34930.0,444.0,157.0,10.0,4.0,3,759698.0,253232.66666666666,1495701.0,14055.0,61.0,2
15169,2019-12-27,2020-02-17~2020-02-23,1,1,9,9.0,0,0,34930.0,14055.0,157.0,61.0,4.0,2.0,3,759698.0,253232.66666666666,1495701.0,8790.0,36.0,1
15169,2019-12-27,2020-02-24~2020-03-01,1,1,10,10.0,0,0,14055.0,8790.0,61.0,36.0,2.0,1.0,3,759698.0,253232.66666666666,1495701.0,3080.0,12.0,1
15169,2019-12-27,2020-04-13~2020-04-19,2,2,1,1.0,0,0,,,,,,,3,759698.0,253232.66666666666,1495701.0,69437.0,273.0,13
15169,2019-12-27,2020-04-20~2020-04-26,2,2,2,2.0,0,0,,69437.0,,273.0,,13.0,3,759698.0,253232.66666666666,1495701.0,106137.0,420.0,13
15169,2019-12-27,2020-04-27~2020-05-03,2,2,3,3.0,0,0,69437.0,106137.0,273.0,420.0,13.0,13.0,3,759698.0,253232.66666666666,1495701.0,42136.0,161.0,10
15169,2019-12-27,2020-05-04~2020-05-10,2,2,4,4.0,0,0,106137.0,42136.0,420.0,161.0,13.0,10.0,3,759698.0,253232.66666666666,1495701.0,18165.0,79.0,4
15169,2019-12-27,2020-05-11~2020-05-17,2,2,5,5.0,0,0,42136.0,18165.0,161.0,79.0,10.0,4.0,3,759698.0,253232.66666666666,1495701.0,17040.0,75.0,3
15169,2019-12-27,2020-05-18~2020-05-24,2,2,6,6.0,0,0,18165.0,17040.0,79.0,75.0,4.0,3.0,3,759698.0,253232.66666666666,1495701.0,10405.0,49.0,2
15169,2019-12-27,2020-05-25~2020-05-31,2,2,7,7.0,0,0,17040.0,10405.0,75.0,49.0,3.0,2.0,3,759698.0,253232.66666666666,1495701.0,4045.0,21.0,1
15169,2019-12-27,2020-06-01~2020-06-07,2,2,8,8.0,0,0,10405.0,4045.0,49.0,21.0,2.0,1.0,3,759698.0,253232.66666666666,1495701.0,2585.0,13.0,1
15169,2019-12-27,2020-08-03~2020-08-09,3,3,1,1.0,0,0,,,,,,,3,759698.0,253232.66666666666,1495701.0,14665.0,274.0,2
15169,2019-12-27,2020-08-10~2020-08-16,3,3,2,2.0,0,0,,14665.0,,274.0,,2.0,3,759698.0,253232.66666666666,1495701.0,15380.0,291.0,2
15169,2019-12-27,2020-08-17~2020-08-23,3,3,3,3.0,0,0,14665.0,15380.0,274.0,291.0,2.0,2.0,3,759698.0,253232.66666666666,1495701.0,15525.0,299.0,2
15169,2019-12-27,2020-08-24~2020-08-30,3,3,4,4.0,0,0,15380.0,15525.0,291.0,299.0,2.0,2.0,3,759698.0,253232.66666666666,1495701.0,41590.0,766.0,3
15169,2019-12-27,2020-08-31~2020-09-06,3,3,5,5.0,0,0,15525.0,41590.0,299.0,766.0,2.0,3.0,3,759698.0,253232.66666666666,1495701.0,33340.0,430.0,1
15169,2019-12-27,2020-09-07~2020-09-13,3,3,6,6.0,0,0,41590.0,33340.0,766.0,430.0,3.0,1.0,3,759698.0,253232.66666666666,1495701.0,26030.0,281.0,1
15169,2019-12-27,2020-09-14~2020-09-20,3,3,7,7.0,0,0,33340.0,26030.0,430.0,281.0,1.0,1.0,3,759698.0,253232.66666666666,1495701.0,11910.0,138.0,1
15169,2019-12-27,2025-01-20~2025-01-26,4,4,1,1.0,0,0,,,,,,,3,759698.0,253232.66666666666,1495701.0,84164.0,335.0,14
15169,2019-12-27,2025-01-27~2025-02-02,4,4,2,2.0,0,0,,84164.0,,335.0,,14.0,3,759698.0,253232.66666666666,1495701.0,125890.0,518.0,14
15169,2019-12-27,2025-02-03~2025-02-09,4,4,3,3.0,0,0,84164.0,125890.0,335.0,518.0,14.0,14.0,3,759698.0,253232.66666666666,1495701.0,90562.0,374.0,12
