gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,amount,tickets,theater_count
23322,2022-12-14,2023-02-20~2023-02-26,1,1,11,11.0,0,0,13146440.0,4979756.0,36884.0,14684.0,96.0,89.0,5,155414929.0,31082985.8,169116379.0,2683409.0,8095.0,72
23322,2022-12-14,2023-02-27~2023-03-05,1,1,12,12.0,0,0,4979756.0,2683409.0,14684.0,8095.0,89.0,72.0,5,155414929.0,31082985.8,169116379.0,2547895.0,7520.0,59
23322,2022-12-14,2023-03-06~2023-03-12,1,1,13,13.0,0,0,2683409.0,2547895.0,8095.0,7520.0,72.0,59.0,5,155414929.0,31082985.8,169116379.0,692803.0,2016.0,48
23322,2022-12-14,2023-03-13~2023-03-19,1,1,14,14.0,0,0,2547895.0,692803.0,7520.0,2016.0,59.0,48.0,5,155414929.0,31082985.8,169116379.0,236495.0,719.0,29
23322,2022-12-14,2023-03-20~2023-03-26,1,1,15,15.0,0,0,692803.0,236495.0,2016.0,719.0,48.0,29.0,5,155414929.0,31082985.8,169116379.0,64560.0,194.0,2
23322,2022-12-14,2023-04-17~2023-04-23,2,2,1,1.0,0,0,,,,,,,5,155414929.0,31082985.8,169116379.0,726306.0,1888.0,65
23322,2022-12-14,2023-04-24~2023-04-30,2,2,2,2.0,0,0,,726306.0,,1888.0,,65.0,5,155414929.0,31082985.8,169116379.0,750832.0,1933.0,64
23322,2022-12-14,2023-05-01~2023-05-07,2,2,3,3.0,0,0,726306.0,750832.0,1888.0,1933.0,65.0,64.0,5,155414929.0,31082985.8,169116379.0,263203.0,682.0,42
23322,2022-12-14,2023-05-29~2023-06-04,3,3,1,1.0,0,0,,,,,,,5,155414929.0,31082985.8,169116379.0,92871.0,998.0,3
23322,2022-12-14,2023-06-05~2023-06-11,3,3,2,2.0,0,0,,92871.0,,998.0,,3.0,5,155414929.0,31082985.8,169116379.0,151407.0,1508.0,3
23322,2022-12-14,2023-06-12~2023-06-18,3,3,3,3.0,0,0,92871.0,151407.0,998.0,1508.0,3.0,3.0,5,155414929.0,31082985.8,169116379.0,93321.0,956.0,4
23322,2022-12-14,2023-06-19~2023-06-25,3,3,4,4.0,0,0,151407.0,93321.0,1508.0,956.0,3.0,4.0,5,155414929.0,31082985.8,169116379.0,96592.0,1022.0,4
23322,2022-12-14,2023-06-26~2023-07-02,3,3,5,5.0,0,0,93321.0,96592.0,956.0,1022.0,4.0,4.0,5,155414929.0,31082985.8,169116379.0,50167.0,561.0,5
23322,2022-12-14,2023-07-03~2023-07-09,3,3,6,6.0,0,0,96592.0,50167.0,1022.0,561.0,4.0,5.0,5,155414929.0,31082985.8,169116379.0,30625.0,407.0,4
23322,2022-12-14,2023-07-10~2023-07-16,3,3,7,7.0,0,0,50167.0,30625.0,561.0,407.0,5.0,4.0,5,155414929.0,31082985.8,169116379.0,14990.0,237.0,2
23322,2022-12-14,2023-07-17~2023-07-23,3,3,8,8.0,0,0,30625.0,14990.0,407.0,237.0,4.0,2.0,5,155414929.0,31082985.8,169116379.0,10890.0,170.0,2
23322,2022-12-14,2023-07-24~2023-07-30,3,3,9,9.0,0,0,14990.0,10890.0,237.0,170.0,2.0,2.0,5,155414929.0,31082985.8,169116379.0,36235.0,328.0,3
23322,2022-12-14,2023-07-31~2023-08-06,3,3,10,10.0,0,0,10890.0,36235.0,170.0,328.0,2.0,3.0,5,155414929.0,31082985.8,169116379.0,13635.0,127.0,2
23548,2023-01-25,2023-01-23~2023-01-29,1,1,1,1.0,0,0,,,,,,,5,50445.0,10089.0,549690.0,50445.0,227.0,1
23548,2023-01-25,2023-01-30~2023-02-05,1,1,2,,0,0,,,,,,,5,50445.0,10089.0,549690.0,0.0,0.0,0
23548,2023-01-25,2023-02-06~2023-02-12,1,1,3,2.0,0,1,,50445.0,,227.0,,1.0,5,50445.0,10089.0,549690.0,549690.0,2361.0,16
23548,2023-01-25,2023-02-13~2023-02-19,1,1,4,3.0,1,0,50445.0,549690.0,227.0,2361.0,1.0,16.0,5,50445.0,10089.0,549690.0,1462053.0,6160.0,16
23548,2023-01-25,2023-02-20~2023-02-26,1,1,5,4.0,0,0,549690.0,1462053.0,2361.0,6160.0,16.0,16.0,5,50445.0,10089.0,549690.0,1139755.0,4754.0,14
23548,2023-01-25,2023-02-27~2023-03-05,1,1,6,5.0,0,0,1462053.0,1139755.0,6160.0,4754.0,16.0,14.0,5,50445.0,10089.0,549690.0,988318.0,4065.0,14
23548,2023-01-25,2023-03-06~2023-03-12,1,1,7,6.0,0,0,1139755.0,988318.0,4754.0,4065.0,14.0,14.0,5,50445.0,10089.0,549690.0,546563.0,2061.0,13
23548,2023-01-25,2023-03-13~2023-03-19,1,1,8,7.0,0,0,988318.0,546563.0,4065.0,2061.0,14.0,13.0,5,50445.0,10089.0,549690.0,262845.0,1089.0,12
23548,2023-01-25,2023-03-20~2023-03-26,1,1,9,8.0,0,0,546563.0,262845.0,2061.0,1089.0,13.0,12.0,5,50445.0,10089.0,549690.0,155110.0,662.0,9
23548,2023-01-25,2023-03-27~2023-04-02,1,1,10,9.0,0,0,262845.0,155110.0,1089.0,662.0,12.0,9.0,5,50445.0,10089.0,549690.0,96520.0,403.0,8
23548,2023-01-25,2023-04-03~2023-04-09,1,1,11,10.0,0,0,155110.0,96520.0,662.0,403.0,9.0,8.0,5,50445.0,10089.0,549690.0,57020.0,228.0,2
23548,2023-01-25,2023-04-10~2023-04-16,1,1,12,11.0,0,0,96520.0,57020.0,403.0,228.0,8.0,2.0,5,50445.0,10089.0,549690.0,11180.0,45.0,1
23548,2023-01-25,2023-04-17~2023-04-23,1,1,13,,0,0,,,,,,,5,50445.0,10089.0,549690.0,0.0,0.0,0
23548,2023-01-25,2023-04-24~2023-04-30,1,1,14,,0,0,,,,,,,5,50445.0,10089.0,549690.0,0.0,0.0,0
23548,2023-01-25,2023-05-01~2023-05-07,1,1,15,12.0,0,2,57020.0,11180.0,228.0,45.0,2.0,1.0,5,50445.0,10089.0,549690.0,1035.0,5.0,1
23548,2023-01-25,2023-05-08~2023-05-14,1,1,16,,0,0,,,,,,,5,50445.0,10089.0,549690.0,0.0,0.0,1
23548,2023-01-25,2023-05-15~2023-05-21,1,1,17,,0,0,,,,,,,5,50445.0,10089.0,549690.0,0.0,0.0,0
23548,2023-01-25,2023-05-22~2023-05-28,1,1,18,13.0,2,2,11180.0,1035.0,45.0,5.0,1.0,1.0,5,50445.0,10089.0,549690.0,2490.0,12.0,1
23548,2023-01-25,2023-06-19~2023-06-25,2,2,1,1.0,0,0,,,,,,,5,50445.0,10089.0,549690.0,8665.0,100.0,2
23548,2023-01-25,2023-06-26~2023-07-02,2,2,2,2.0,0,0,,8665.0,,100.0,,2.0,5,50445.0,10089.0,549690.0,8385.0,114.0,2
23548,2023-01-25,2023-07-03~2023-07-09,2,2,3,3.0,0,0,8665.0,8385.0,100.0,114.0,2.0,2.0,5,50445.0,10089.0,549690.0,1240.0,11.0,1
23548,2023-01-25,2025-09-22~2025-09-28,3,3,1,1.0,0,0,,,,,,,5,50445.0,10089.0,549690.0,67575.0,225.0,1
23548,2023-01-25,2025-09-29~2025-10-05,3,3,2,,0,0,,,,,,,5,50445.0,10089.0,549690.0,0.0,0.0,0
23548,2023-01-25,2025-10-06~2025-10-12,3,3,3,2.0,0,1,,67575.0,,225.0,,1.0,5,50445.0,10089.0,549690.0,60204.0,199.0,1
23548,2023-01-25,2025-10-13~2025-10-19,3,3,4,3.0,1,0,67575.0,60204.0,225.0,199.0,1.0,1.0,5,50445.0,10089.0,549690.0,60712.0,215.0,1
23614,2023-02-02,2023-01-30~2023-02-05,1,1,1,1.0,0,0,,,,,,,4,1332497.0,333124.25,2904283.0,1332497.0,5336.0,54
23614,2023-02-02,2023-02-06~2023-02-12,1,1,2,2.0,0,0,,1332497.0,,5336.0,,54.0,4,1332497.0,333124.25,2904283.0,2904283.0,11754.0,52
23614,2023-02-02,2023-02-13~2023-02-19,1,1,3,3.0,0,0,1332497.0,2904283.0,5336.0,11754.0,54.0,52.0,4,1332497.0,333124.25,2904283.0,1816367.0,7278.0,52
23614,2023-02-02,2023-02-20~2023-02-26,1,1,4,4.0,0,0,2904283.0,1816367.0,11754.0,7278.0,52.0,52.0,4,1332497.0,333124.25,2904283.0,1160717.0,4660.0,52
23614,2023-02-02,2023-02-27~2023-03-05,1,1,5,5.0,0,0,1816367.0,1160717.0,7278.0,4660.0,52.0,52.0,4,1332497.0,333124.25,2904283.0,977851.0,3921.0,41
23614,2023-02-02,2023-03-06~2023-03-12,1,1,6,6.0,0,0,1160717.0,977851.0,4660.0,3921.0,52.0,41.0,4,1332497.0,333124.25,2904283.0,395575.0,1640.0,38
23614,2023-02-02,2023-03-13~2023-03-19,1,1,7,7.0,0,0,977851.0,395575.0,3921.0,1640.0,41.0,38.0,4,1332497.0,333124.25,2904283.0,1177072.0,4706.0,42
23614,2023-02-02,2023-03-20~2023-03-26,1,1,8,8.0,0,0,395575.0,1177072.0,1640.0,4706.0,38.0,42.0,4,1332497.0,333124.25,2904283.0,541984.0,2215.0,41
23614,2023-02-02,2023-03-27~2023-04-02,1,1,9,9.0,0,0,1177072.0,541984.0,4706.0,2215.0,42.0,41.0,4,1332497.0,333124.25,2904283.0,221275.0,908.0,28
23614,2023-02-02,2023-04-03~2023-04-09,1,1,10,10.0,0,0,541984.0,221275.0,2215.0,908.0,41.0,28.0,4,1332497.0,333124.25,2904283.0,113506.0,447.0,11
23614,2023-02-02,2023-04-10~2023-04-16,1,1,11,11.0,0,0,221275.0,113506.0,908.0,447.0,28.0,11.0,4,1332497.0,333124.25,2904283.0,25076.0,103.0,5
23614,2023-02-02,2023-04-17~2023-04-23,1,1,12,12.0,0,0,113506.0,25076.0,447.0,103.0,11.0,5.0,4,1332497.0,333124.25,2904283.0,16236.0,64.0,4
23614,2023-02-02,2023-04-24~2023-04-30,1,1,13,13.0,0,0,25076.0,16236.0,103.0,64.0,5.0,4.0,4,1332497.0,333124.25,2904283.0,11250.0,43.0,2
23614,2023-02-02,2023-05-01~2023-05-07,1,1,14,14.0,0,0,16236.0,11250.0,64.0,43.0,4.0,2.0,4,1332497.0,333124.25,2904283.0,5042.0,19.0,2
23614,2023-02-02,2023-05-08~2023-05-14,1,1,15,15.0,0,0,11250.0,5042.0,43.0,19.0,2.0,2.0,4,1332497.0,333124.25,2904283.0,540.0,2.0,1
23614,2023-02-02,2025-09-22~2025-09-28,2,2,1,1.0,0,0,,,,,,,4,1332497.0,333124.25,2904283.0,26297.0,94.0,1
23614,2023-02-02,2025-09-29~2025-10-05,2,2,2,,0,0,,,,,,,4,1332497.0,333124.25,2904283.0,0.0,0.0,0
23614,2023-02-02,2025-10-06~2025-10-12,2,2,3,2.0,0,1,,26297.0,,94.0,,1.0,4,1332497.0,333124.25,2904283.0,20438.0,68.0,1
23614,2023-02-02,2025-10-13~2025-10-19,2,2,4,,0,0,,,,,,,4,1332497.0,333124.25,2904283.0,0.0,0.0,0
23614,2023-02-02,2025-10-20~2025-10-26,2,2,5,3.0,1,1,26297.0,20438.0,94.0,68.0,1.0,1.0,4,1332497.0,333124.25,2904283.0,29020.0,106.0,1
24046,2023-04-21,2023-04-17~2023-04-23,1,1,1,1.0,0,0,,,,,,,3,607138.0,202379.33333333334,677741.0,607138.0,2236.0,74
24046,2023-04-21,2023-04-24~2023-04-30,1,1,2,2.0,0,0,,607138.0,,2236.0,,74.0,3,607138.0,202379.33333333334,677741.0,677741.0,2544.0,73
24046,2023-04-21,2023-05-01~2023-05-07,1,1,3,3.0,0,0,607138.0,677741.0,2236.0,2544.0,74.0,73.0,3,607138.0,202379.33333333334,677741.0,251624.0,953.0,60
24046,2023-04-21,2023-05-08~2023-05-14,1,1,4,4.0,0,0,677741.0,251624.0,2544.0,953.0,73.0,60.0,3,607138.0,202379.33333333334,677741.0,74804.0,290.0,16
24046,2023-04-21,2023-05-15~2023-05-21,1,1,5,5.0,0,0,251624.0,74804.0,953.0,290.0,60.0,16.0,3,607138.0,202379.33333333334,677741.0,27515.0,107.0,6
24046,2023-04-21,2023-05-22~2023-05-28,1,1,6,6.0,0,0,74804.0,27515.0,290.0,107.0,16.0,6.0,3,607138.0,202379.33333333334,677741.0,14195.0,54.0,2
24046,2023-04-21,2023-05-29~2023-06-04,1,1,7,7.0,0,0,27515.0,14195.0,107.0,54.0,6.0,2.0,3,607138.0,202379.33333333334,677741.0,610.0,2.0,1
24046,2023-04-21,2025-09-15~2025-09-21,2,2,1,1.0,0,0,,,,,,,3,607138.0,202379.33333333334,677741.0,13360.0,50.0,1
24046,2023-04-21,2025-09-22~2025-09-28,2,2,2,,0,0,,,,,,,3,607138.0,202379.33333333334,677741.0,0.0,0.0,0
24046,2023-04-21,2025-09-29~2025-10-05,2,2,3,2.0,0,1,,13360.0,,50.0,,1.0,3,607138.0,202379.33333333334,677741.0,17173.0,62.0,1
24046,2023-04-21,2025-10-06~2025-10-12,2,2,4,,0,0,,,,,,,3,607138.0,202379.33333333334,677741.0,0.0,0.0,0
24046,2023-04-21,2025-10-13~2025-10-19,2,2,5,3.0,1,1,13360.0,17173.0,50.0,62.0,1.0,1.0,3,607138.0,202379.33333333334,677741.0,11240.0,41.0,1
24086,2023-04-21,2023-04-17~2023-04-23,1,1,1,1.0,0,0,,,,,,,3,105158.0,35052.666666666664,177625.0,105158.0,457.0,8
24086,2023-04-21,2023-04-24~2023-04-30,1,1,2,2.0,0,0,,105158.0,,457.0,,8.0,3,105158.0,35052.666666666664,177625.0,177625.0,728.0,8
24086,2023-04-21,2023-05-01~2023-05-07,1,1,3,3.0,0,0,105158.0,177625.0,457.0,728.0,8.0,8.0,3,105158.0,35052.666666666664,177625.0,81850.0,329.0,6
24086,2023-04-21,2023-05-08~2023-05-14,1,1,4,4.0,0,0,177625.0,81850.0,728.0,329.0,8.0,6.0,3,105158.0,35052.666666666664,177625.0,16450.0,65.0,4
24086,2023-04-21,2023-05-15~2023-05-21,1,1,5,5.0,0,0,81850.0,16450.0,329.0,65.0,6.0,4.0,3,105158.0,35052.666666666664,177625.0,12650.0,52.0,4
24086,2023-04-21,2023-05-22~2023-05-28,1,1,6,6.0,0,0,16450.0,12650.0,65.0,52.0,4.0,4.0,3,105158.0,35052.666666666664,177625.0,2400.0,10.0,3
24086,2023-04-21,2023-05-29~2023-06-04,1,1,7,7.0,0,0,12650.0,2400.0,52.0,10.0,4.0,3.0,3,105158.0,35052.666666666664,177625.0,2500.0,10.0,1
25044,2023-07-28,2023-07-24~2023-07-30,1,1,1,1.0,0,0,,,,,,,3,624330.0,208110.0,1853892.0,624330.0,2496.0,61
25044,2023-07-28,2023-07-31~2023-08-06,1,1,2,2.0,0,0,,624330.0,,2496.0,,61.0,3,624330.0,208110.0,1853892.0,1853892.0,7443.0,62
25044,2023-07-28,2023-08-07~2023-08-13,1,1,3,3.0,0,0,624330.0,1853892.0,2496.0,7443.0,61.0,62.0,3,624330.0,208110.0,1853892.0,2767891.0,11143.0,62
25044,2023-07-28,2023-08-14~2023-08-20,1,1,4,4.0,0,0,1853892.0,2767891.0,7443.0,11143.0,62.0,62.0,3,624330.0,208110.0,1853892.0,1343836.0,5301.0,52
25044,2023-07-28,2023-08-21~2023-08-27,1,1,5,5.0,0,0,2767891.0,1343836.0,11143.0,5301.0,62.0,52.0,3,624330.0,208110.0,1853892.0,718687.0,2847.0,17
25044,2023-07-28,2023-08-28~2023-09-03,1,1,6,6.0,0,0,1343836.0,718687.0,5301.0,2847.0,52.0,17.0,3,624330.0,208110.0,1853892.0,467377.0,1793.0,14
