gov_id,official_release_date,week_range,round_idx,rounds_cumsum,current_week_real_idx,current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,amount,tickets,theater_count
13460,2019-07-12,2019-07-08~2019-07-14,1,1,1,1.0,0,0,,,,,,,3,890052.0,296684.0,959929.0,890052.0,3980.0,19
13460,2019-07-12,2019-07-15~2019-07-21,1,1,2,2.0,0,0,,890052.0,,3980.0,,19.0,3,890052.0,296684.0,959929.0,959929.0,4255.0,19
13460,2019-07-12,2019-07-22~2019-07-28,1,1,3,3.0,0,0,890052.0,959929.0,3980.0,4255.0,19.0,19.0,3,890052.0,296684.0,959929.0,360104.0,1621.0,13
13460,2019-07-12,2019-07-29~2019-08-04,1,1,4,4.0,0,0,959929.0,360104.0,4255.0,1621.0,19.0,13.0,3,890052.0,296684.0,959929.0,167345.0,751.0,8
13460,2019-07-12,2019-08-05~2019-08-11,1,1,5,5.0,0,0,360104.0,167345.0,1621.0,751.0,13.0,8.0,3,890052.0,296684.0,959929.0,63720.0,288.0,2
13460,2019-07-12,2019-08-12~2019-08-18,1,1,6,6.0,0,0,167345.0,63720.0,751.0,288.0,8.0,2.0,3,890052.0,296684.0,959929.0,11960.0,53.0,2
13460,2019-07-12,2025-09-15~2025-09-21,2,2,1,1.0,0,0,,,,,,,3,890052.0,296684.0,959929.0,537603.0,1983.0,38
13460,2019-07-12,2025-09-22~2025-09-28,2,2,2,2.0,0,0,,537603.0,,1983.0,,38.0,3,890052.0,296684.0,959929.0,492329.0,1859.0,38
13460,2019-07-12,2025-09-29~2025-10-05,2,2,3,3.0,0,0,537603.0,492329.0,1983.0,1859.0,38.0,38.0,3,890052.0,296684.0,959929.0,169103.0,634.0,22
13460,2019-07-12,2025-10-06~2025-10-12,2,2,4,4.0,0,0,492329.0,169103.0,1859.0,634.0,38.0,22.0,3,890052.0,296684.0,959929.0,24067.0,95.0,6
13460,2019-07-12,2025-10-13~2025-10-19,2,2,5,5.0,0,0,169103.0,24067.0,634.0,95.0,22.0,6.0,3,890052.0,296684.0,959929.0,1660.0,6.0,1
17126,2020-10-15,2020-10-12~2020-10-18,1,1,1,1.0,0,0,,,,,,,4,280921.0,70230.25,273917.0,280921.0,1236.0,15
17126,2020-10-15,2020-10-19~2020-10-25,1,1,2,2.0,0,0,,280921.0,,1236.0,,15.0,4,280921.0,70230.25,273917.0,273917.0,1205.0,15
17126,2020-10-15,2020-10-26~2020-11-01,1,1,3,3.0,0,0,280921.0,273917.0,1236.0,1205.0,15.0,15.0,4,280921.0,70230.25,273917.0,130775.0,560.0,14
17126,2020-10-15,2020-11-02~2020-11-08,1,1,4,4.0,0,0,273917.0,130775.0,1205.0,560.0,15.0,14.0,4,280921.0,70230.25,273917.0,68680.0,286.0,6
17126,2020-10-15,2020-11-09~2020-11-15,1,1,5,5.0,0,0,130775.0,68680.0,560.0,286.0,14.0,6.0,4,280921.0,70230.25,273917.0,57405.0,246.0,5
17126,2020-10-15,2020-11-16~2020-11-22,1,1,6,6.0,0,0,68680.0,57405.0,286.0,246.0,6.0,5.0,4,280921.0,70230.25,273917.0,46600.0,198.0,4
17126,2020-10-15,2020-11-23~2020-11-29,1,1,7,7.0,0,0,57405.0,46600.0,246.0,198.0,5.0,4.0,4,280921.0,70230.25,273917.0,53270.0,230.0,4
17126,2020-10-15,2020-11-30~2020-12-06,1,1,8,8.0,0,0,46600.0,53270.0,198.0,230.0,4.0,4.0,4,280921.0,70230.25,273917.0,26955.0,129.0,4
17126,2020-10-15,2020-12-07~2020-12-13,1,1,9,9.0,0,0,53270.0,26955.0,230.0,129.0,4.0,4.0,4,280921.0,70230.25,273917.0,3740.0,24.0,2
17126,2020-10-15,2020-12-14~2020-12-20,1,1,10,10.0,0,0,26955.0,3740.0,129.0,24.0,4.0,2.0,4,280921.0,70230.25,273917.0,1350.0,9.0,1
21389,2022-05-31,2022-05-30~2022-06-05,1,1,1,1.0,0,0,,,,,,,6,1627162.0,271193.6666666667,1135447.0,1627162.0,6726.0,55
21389,2022-05-31,2022-06-06~2022-06-12,1,1,2,2.0,0,0,,1627162.0,,6726.0,,55.0,6,1627162.0,271193.6666666667,1135447.0,1135447.0,4720.0,56
21389,2022-05-31,2022-06-13~2022-06-19,1,1,3,3.0,0,0,1627162.0,1135447.0,6726.0,4720.0,55.0,56.0,6,1627162.0,271193.6666666667,1135447.0,415865.0,1767.0,56
21389,2022-05-31,2022-06-20~2022-06-26,1,1,4,4.0,0,0,1135447.0,415865.0,4720.0,1767.0,56.0,56.0,6,1627162.0,271193.6666666667,1135447.0,119751.0,510.0,21
21389,2022-05-31,2022-06-27~2022-07-03,1,1,5,5.0,0,0,415865.0,119751.0,1767.0,510.0,56.0,21.0,6,1627162.0,271193.6666666667,1135447.0,28667.0,121.0,6
21389,2022-05-31,2022-07-04~2022-07-10,1,1,6,6.0,0,0,119751.0,28667.0,510.0,121.0,21.0,6.0,6,1627162.0,271193.6666666667,1135447.0,5575.0,23.0,3
21389,2022-05-31,2025-09-15~2025-09-21,2,2,1,1.0,0,0,,,,,,,6,1627162.0,271193.6666666667,1135447.0,18830.0,68.0,1
21389,2022-05-31,2025-09-22~2025-09-28,2,2,2,,0,0,,,,,,,6,1627162.0,271193.6666666667,1135447.0,0.0,0.0,0
21389,2022-05-31,2025-09-29~2025-10-05,2,2,3,2.0,0,1,,18830.0,,68.0,,1.0,6,1627162.0,271193.6666666667,1135447.0,11387.0,41.0,1
21389,2022-05-31,2025-10-06~2025-10-12,2,2,4,3.0,1,0,18830.0,11387.0,68.0,41.0,1.0,1.0,6,1627162.0,271193.6666666667,1135447.0,11748.0,44.0,1
21930,2022-08-19,2022-08-15~2022-08-21,1,1,1,1.0,0,0,,,,,,,3,1075634.0,358544.6666666667,1106268.0,1075634.0,4415.0,83
21930,2022-08-19,2022-08-22~2022-08-28,1,1,2,2.0,0,0,,1075634.0,,4415.0,,83.0,3,1075634.0,358544.6666666667,1106268.0,1106268.0,4542.0,83
21930,2022-08-19,2022-08-29~2022-09-04,1,1,3,3.0,0,0,1075634.0,1106268.0,4415.0,4542.0,83.0,83.0,3,1075634.0,358544.6666666667,1106268.0,259383.0,1057.0,75
21930,2022-08-19,2022-09-05~2022-09-11,1,1,4,4.0,0,0,1106268.0,259383.0,4542.0,1057.0,83.0,75.0,3,1075634.0,358544.6666666667,1106268.0,35530.0,142.0,45
21930,2022-08-19,2022-09-12~2022-09-18,1,1,5,5.0,0,0,259383.0,35530.0,1057.0,142.0,75.0,45.0,3,1075634.0,358544.6666666667,1106268.0,1055.0,4.0,2
21930,2022-08-19,2022-10-10~2022-10-16,2,2,1,1.0,0,0,,,,,,,3,1075634.0,358544.6666666667,1106268.0,7102.0,94.0,2
21930,2022-08-19,2022-10-17~2022-10-23,2,2,2,2.0,0,0,,7102.0,,94.0,,2.0,3,1075634.0,358544.6666666667,1106268.0,18307.0,193.0,3
21930,2022-08-19,2022-10-24~2022-10-30,2,2,3,3.0,0,0,7102.0,18307.0,94.0,193.0,2.0,3.0,3,1075634.0,358544.6666666667,1106268.0,15965.0,144.0,3
21930,2022-08-19,2022-10-31~2022-11-06,2,2,4,4.0,0,0,18307.0,15965.0,193.0,144.0,3.0,3.0,3,1075634.0,358544.6666666667,1106268.0,3360.0,21.0,1
22894,2025-09-19,2025-09-15~2025-09-21,1,1,1,1.0,0,0,,,,,,,3,1260067.0,420022.3333333333,1260067.0,1260067.0,4583.0,25
22894,2025-10-01,2025-09-15~2025-09-21,1,1,2,2.0,0,0,,1260067.0,,4583.0,,25.0,3,1260067.0,420022.3333333333,1260067.0,1260067.0,4583.0,25
22894,2025-09-19,2025-09-22~2025-09-28,1,1,3,3.0,0,0,1260067.0,1260067.0,4583.0,4583.0,25.0,25.0,3,1260067.0,420022.3333333333,1260067.0,1623554.0,6093.0,25
22894,2025-10-01,2025-09-22~2025-09-28,1,1,4,4.0,0,0,1260067.0,1623554.0,4583.0,6093.0,25.0,25.0,3,1260067.0,420022.3333333333,1260067.0,1623554.0,6093.0,25
22894,2025-09-19,2025-09-29~2025-10-05,1,1,5,5.0,0,0,1623554.0,1623554.0,6093.0,6093.0,25.0,25.0,3,1260067.0,420022.3333333333,1260067.0,989335.0,3670.0,25
22894,2025-10-01,2025-09-29~2025-10-05,1,1,6,6.0,0,0,1623554.0,989335.0,6093.0,3670.0,25.0,25.0,3,1260067.0,420022.3333333333,1260067.0,989335.0,3670.0,25
22894,2025-09-19,2025-10-06~2025-10-12,1,1,7,7.0,0,0,989335.0,989335.0,3670.0,3670.0,25.0,25.0,3,1260067.0,420022.3333333333,1260067.0,639968.0,2417.0,18
22894,2025-10-01,2025-10-06~2025-10-12,1,1,8,8.0,0,0,989335.0,639968.0,3670.0,2417.0,25.0,18.0,3,1260067.0,420022.3333333333,1260067.0,639968.0,2417.0,18
22894,2025-09-19,2025-10-13~2025-10-19,1,1,9,9.0,0,0,639968.0,639968.0,2417.0,2417.0,18.0,18.0,3,1260067.0,420022.3333333333,1260067.0,167964.0,657.0,11
22894,2025-10-01,2025-10-13~2025-10-19,1,1,10,10.0,0,0,639968.0,167964.0,2417.0,657.0,18.0,11.0,3,1260067.0,420022.3333333333,1260067.0,167964.0,657.0,11
22894,2025-09-19,2025-10-20~2025-10-26,1,1,11,11.0,0,0,167964.0,167964.0,657.0,657.0,11.0,11.0,3,1260067.0,420022.3333333333,1260067.0,61770.0,236.0,5
22894,2025-10-01,2025-10-20~2025-10-26,1,1,12,12.0,0,0,167964.0,61770.0,657.0,236.0,11.0,5.0,3,1260067.0,420022.3333333333,1260067.0,61770.0,236.0,5
22894,2025-10-01,2025-10-27~2025-11-02,1,1,13,13.0,0,0,61770.0,61770.0,236.0,236.0,5.0,5.0,3,1260067.0,420022.3333333333,1260067.0,48650.0,190.0,3
23322,2022-12-14,2022-12-12~2022-12-18,1,1,1,1.0,0,0,,,,,,,5,155414929.0,31082985.8,169116379.0,155414929.0,486814.0,100
23322,2022-12-14,2022-12-19~2022-12-25,1,1,2,2.0,0,0,,155414929.0,,486814.0,,100.0,5,155414929.0,31082985.8,169116379.0,169116379.0,516534.0,100
23322,2022-12-14,2022-12-26~2023-01-01,1,1,3,3.0,0,0,155414929.0,169116379.0,486814.0,516534.0,100.0,100.0,5,155414929.0,31082985.8,169116379.0,140351478.0,420662.0,100
23322,2022-12-14,2023-01-02~2023-01-08,1,1,4,4.0,0,0,169116379.0,140351478.0,516534.0,420662.0,100.0,100.0,5,155414929.0,31082985.8,169116379.0,84817996.0,247421.0,100
23322,2022-12-14,2023-01-09~2023-01-15,1,1,5,5.0,0,0,140351478.0,84817996.0,420662.0,247421.0,100.0,100.0,5,155414929.0,31082985.8,169116379.0,44379087.0,127064.0,101
23322,2022-12-14,2023-01-16~2023-01-22,1,1,6,6.0,0,0,84817996.0,44379087.0,247421.0,127064.0,100.0,101.0,5,155414929.0,31082985.8,169116379.0,38917959.0,110937.0,99
23322,2022-12-14,2023-01-23~2023-01-29,1,1,7,7.0,0,0,44379087.0,38917959.0,127064.0,110937.0,101.0,99.0,5,155414929.0,31082985.8,169116379.0,67346401.0,192094.0,97
23322,2022-12-14,2023-01-30~2023-02-05,1,1,8,8.0,0,0,38917959.0,67346401.0,110937.0,192094.0,99.0,97.0,5,155414929.0,31082985.8,169116379.0,20028748.0,56845.0,97
23322,2022-12-14,2023-02-06~2023-02-12,1,1,9,9.0,0,0,67346401.0,20028748.0,192094.0,56845.0,97.0,97.0,5,155414929.0,31082985.8,169116379.0,13146440.0,36884.0,96
23322,2022-12-14,2023-02-13~2023-02-19,1,1,10,10.0,0,0,20028748.0,13146440.0,56845.0,36884.0,97.0,96.0,5,155414929.0,31082985.8,169116379.0,4979756.0,14684.0,89
