gov_id,title_zh,release_round,is_re_release,official_release_date_x,release_start,release_end,release_days,total_weeks,active_weeks,total_amount,total_tickets,avg_amount_per_week,avg_tickets_per_week,peak_amount,peak_amount_week,peak_theater_count,avg_theater_count,second_week_amount_growth_rate,momentum_3w,decline_rate_mean,decline_rate_last,is_long_tail,status,release_initial_date,update_at,momentum_score,promotion_urgency_score,early_decline_weeks,long_tail_weeks,momentum_status,promotion_level,avg_ticket_price,previous_round_count,previous_total_amount,re_release_gap_days,previous_avg_amount,same_class_amount_last_week,market_heat_level,gov_title_zh,gov_title_en,region,movie_class,official_release_date_y,publisher,film_length,director,actor_list,source_file,long_tail_strength,retention_index
30676,我們意外的勇氣,1,False,2025-10-02,2025-09-29,2025-11-02,35,5,4,3249101.0,12331.0,812275.25,3082.75,2183741.0,2025-10-20~2025-10-26,79,40.0,0.846,5.857,4.181,-0.584,False,上映中,2025-09-29,2025-11-03 11:04:38,6.622,0.0,1,1,成長中,正常,263.49,0,0.0,0,0.0,3483269.1605,B,我們意外的勇氣,Unexpected Courage,中華民國,普遍級,2025-10-02,華文創股份有限公司,,,,30676_我們意外的勇氣.csv,-5.699586871614443,-1.1905000000000001
30699,此刻的我們,2,True,2025-05-16,2025-09-22,2025-10-12,21,3,3,17400.0,232.0,5800.0,77.33,7875.0,2025-09-29~2025-10-05,1,1.0,0.129,-0.274,-0.182,-0.676,False,下檔,2025-05-12,2025-11-03 11:04:38,-0.634,0.0,1,2,衰退,正常,75.0,1,399573.0,99,79914.6,2439313.4121276597,E,此刻的我們,We Live In Time,美國,輔12級,2025-05-16,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,,約翰克勞利,安德魯加菲爾德; 佛蘿倫絲普伊,30699_此刻的我們.csv,1.1339887873960706,0.909
30704,造山者－世紀的賭注,1,False,2025-06-13,2025-06-09,2025-11-02,147,21,21,32014228.0,128323.0,1524487.05,6110.62,3858264.0,2025-06-23~2025-06-29,59,27.43,-0.438,-0.221,-0.012,0.173,True,上映中,2025-06-09,2025-11-03 11:04:38,-0.297,0.7,0,7,衰退,正常,249.48,0,0.0,0,0.0,3483269.1605,A,造山者－世紀的賭注,A Chip Odyssey,中華民國,普遍級,2025-06-13,視納華仁文化傳播股份有限公司,,蕭菊貞,,30704_造山者－世紀的賭注.csv,3.0539499439180164,0.994
30717,馴龍高手,1,False,2025-06-07,2025-06-02,2025-11-02,154,22,22,131971183.0,438702.0,5998690.14,19941.0,36493327.0,2025-06-16~2025-06-22,95,35.41,6.902,2.211,1.973,-0.962,True,上映中,2025-06-02,2025-11-03 11:04:38,-0.674,9.19,1,3,衰退,需行動,300.82,0,0.0,0,0.0,2439313.4121276597,A,馴龍高手,HOW TO TRAIN YOUR DRAGON,美國,普遍級,2025-06-07,美商美國環球影片股份有限公司台灣分公司,,迪恩戴布洛伊,梅森塔姆斯; 妮可帕克; 傑瑞德巴特勒,30717_馴龍高手.csv,-3.050835872099063,0.013499999999999956
30738,星際寶貝：史迪奇,1,False,2025-05-22,2025-05-19,2025-10-19,154,22,21,105651491.0,390110.0,5031023.38,18576.67,31225707.0,2025-05-26~2025-06-01,95,35.43,-0.4,-0.39,-0.215,-0.699,True,下檔,2025-05-19,2025-11-03 11:04:38,-0.617,6.53,1,3,衰退,注意,270.82,0,0.0,0,0.0,2439313.4121276597,A,星際寶貝：史迪奇,Lilo & Stitch,美國,保護級,2025-05-22,台灣華特迪士尼股份有限公司,,狄恩弗萊捨坎普,比利馬格努森; 查克葛里芬納奇; 瑪雅基羅哈; 克里斯桑德斯; 席妮奧古東,30738_星際寶貝：史迪奇.csv,2.4613629595043824,0.8697727272727274
30739,不可能的任務：最終清算,1,False,2025-05-17,2025-05-12,2025-11-02,175,25,25,453190315.0,1465673.0,18127612.6,58626.92,132919944.0,2025-05-19~2025-05-25,95,41.84,-0.474,-0.394,-0.19,-0.739,True,上映中,2025-05-12,2025-11-03 11:04:38,-0.854,8.32,3,3,衰退,需行動,309.2,0,0.0,0,0.0,2439313.4121276597,A,不可能的任務：最終清算,MISSION: IMPOSSIBLE -THE FINAL RECKONING,美國,輔12級,2025-05-17,美商美國派拉蒙影片股份有限公司台灣分公司,,克里斯多弗麥奎里,龐克萊門捷夫; 海莉艾特沃; 湯姆克魯斯; 賽門佩格,30739_不可能的任務：最終清算.csv,2.639058195797401,0.905
30808,滿血復活,2,True,2025-05-27,2025-10-06,2025-10-26,21,3,2,29603.0,105.0,14801.5,52.5,19160.0,2025-10-20~2025-10-26,1,1.0,0.835,0.0,0.0,0.0,False,上映中,2025-05-26,2025-11-03 11:04:38,0.0,0.0,0,2,穩定,正常,281.93,1,5660743.0,50,514613.0,2439313.4121276597,E,滿血復活,BRING HER BACK,美國,限制級,2025-05-27,美商台灣索尼影業發行股份有限公司台灣分公司,,麥可菲利浦; 丹尼菲利普,莎莉霍金斯,30808_滿血復活.csv,1.3862943611198906,0.8333333333333333
30809,名偵探柯南 獨眼的殘像,1,False,2025-06-25,2025-06-23,2025-11-02,133,19,19,214891969.0,781441.0,11310103.63,41128.47,71677101.0,2025-06-23~2025-06-29,97,47.0,-0.433,-0.405,-0.133,-0.989,True,上映中,2025-06-23,2025-11-03 11:04:38,-0.994,9.9,2,2,衰退,需行動,274.99,0,0.0,0,0.0,4661519.714814815,A,名偵探柯南 獨眼的殘像,Detective Conan The Movie: One-Eyed Flashback,日本,保護級,2025-06-25,普威爾國際股份有限公司,,,,30809_名偵探柯南 獨眼的殘像.csv,2.59729988117131,0.9335
30863,我家妹妹不准嫁,1,False,2025-06-06,2025-06-02,2025-06-29,28,4,4,1303617.0,5179.0,325904.25,1294.75,616591.0,2025-06-02~2025-06-08,22,18.25,-0.751,-0.585,-0.356,-0.73,False,下檔,2025-06-02,2025-11-03 11:04:38,-0.804,8.3,3,2,衰退,需行動,251.71,0,0.0,0,0.0,134796.16666666666,C,我家妹妹不准嫁,Will You Marry Monk?,泰國,輔12級,2025-06-06,仲業股份有限公司,,沃拉武塔溫威西瓦特; 翁加特切姆查倫波恩庫爾; 維拉瓦查約柴孔,鄭壹飛; 可恩娜帕瑟塔拉達那彭; 亞瑞克阿莫蘇帕西瑞,30863_我家妹妹不准嫁.csv,1.0364780156075606,0.8220000000000001
30864,世界就是這樣結束的,1,False,2025-10-09,2025-10-06,2025-11-02,28,4,4,358553.0,1393.0,89638.25,348.25,187235.0,2025-10-13~2025-10-19,16,10.25,-0.235,-0.562,-0.278,-0.568,False,上映中,2025-10-06,2025-11-03 11:04:38,-0.949,9.18,2,2,衰退,需行動,257.4,0,0.0,0,0.0,153621.79833333334,D,世界就是這樣結束的,The End,英國,輔12級,2025-10-09,東昊影業有限公司,,約書亞奧本海默,蒂妲絲雲頓; 喬治麥凱; tim mcinnerny; 麥可夏儂,30864_世界就是這樣結束的.csv,1.1620141727774205,0.861
30960,28年毀滅倒數,2,True,2025-06-17,2025-09-15,2025-10-12,28,4,4,114850.0,939.0,28712.5,234.75,51875.0,2025-09-29~2025-10-05,2,1.75,2.213,0.724,0.543,-0.618,False,下檔,2025-06-16,2025-11-03 11:04:38,-0.397,3.74,1,2,衰退,注意,122.31,1,20715296.0,29,2301699.56,2439313.4121276597,E,28年毀滅倒數,28 YEARS LATER,美國,限制級,2025-06-17,美商台灣索尼影業發行股份有限公司台灣分公司,,丹尼鮑伊,阿爾菲威廉斯; 雷夫范恩斯; 亞倫泰勒強森; 茱蒂康默,30960_28年毀滅倒數.csv,0.7355131259823837,0.7284999999999999
31027,F1電影,1,False,2025-06-24,2025-06-23,2025-11-02,133,19,19,570415385.0,1754120.0,30021862.37,92322.11,96016586.0,2025-06-30~2025-07-06,95,72.42,0.102,-0.037,-0.257,-0.826,True,上映中,2025-06-23,2025-11-03 11:04:38,-0.861,8.91,17,6,衰退,需行動,325.19,0,0.0,0,0.0,2439313.4121276597,A,F1電影,F1,美國,保護級,2025-06-24,美商華納兄弟（遠東）股份有限公司台灣分公司,,喬瑟夫柯辛斯基,凱莉肯頓; 哈維爾巴登; 達姆森伊卓瑞斯; 布萊德彼特,31027_F1電影.csv,2.225829079250615,0.8714999999999999
31037,暗影部隊,1,False,2025-10-03,2025-09-29,2025-11-02,35,5,5,1264642.0,5216.0,252928.4,1043.2,700050.0,2025-09-29~2025-10-05,62,31.0,-0.679,-0.847,-0.587,-0.82,False,上映中,2025-09-29,2025-11-03 11:04:38,-0.988,9.98,4,2,衰退,需行動,242.45,0,0.0,0,0.0,2439313.4121276597,C,暗影部隊,SHADOW FORCE,美國,輔12級,2025-10-03,車庫娛樂股份有限公司,,喬卡納漢,馬克史壯; 歐馬希; 凱莉華盛頓,31037_暗影部隊.csv,0.7399966607911868,0.7065
31082,地球特派員,1,False,2025-07-02,2025-06-30,2025-11-02,126,18,18,36551647.0,141212.0,2030647.06,7845.11,12229929.0,2025-07-14~2025-07-20,91,31.44,142.587,47.353,10.918,-0.733,True,上映中,2025-06-30,2025-11-03 11:04:38,-0.719,8.78,1,2,衰退,需行動,258.84,0,0.0,0,0.0,2439313.4121276597,A,地球特派員,ELIO,美國,普遍級,2025-07-02,台灣華特迪士尼股份有限公司,,石之予; 瑪德琳夏拉菲安; 阿德里安莫里納,雪莉韓德森; 柔伊莎達娜; 瑞蜜艾格莉; 賈米拉賈米爾; 布萊德嘉瑞特; 尤納斯基布里布,31082_地球特派員.csv,-29.202945795372752,-4.459
31123,侏羅紀世界：重生,1,False,2025-07-01,2025-06-30,2025-11-02,126,18,18,299137668.0,1055815.0,16618759.33,58656.39,109792561.0,2025-06-30~2025-07-06,94,47.17,-0.35,-0.424,-0.279,-0.767,True,上映中,2025-06-30,2025-11-03 11:04:38,-0.825,8.25,3,2,衰退,需行動,283.32,0,0.0,0,0.0,2439313.4121276597,A,侏羅紀世界：重生,JURASSIC WORLD REBIRTH,美國,保護級,2025-07-01,美商美國環球影片股份有限公司台灣分公司,,蓋瑞斯愛德華,喬納森拜利; 馬奴賈西亞魯爾福; 魯柏佛蘭德; 馬赫夏拉阿里; 史嘉蕾喬韓森,31123_侏羅紀世界：重生.csv,2.1229405039790032,0.8605
31128,窒友梅根 2.0,2,True,2025-06-27,2025-09-08,2025-10-12,35,5,5,87265.0,808.0,17453.0,161.6,40305.0,2025-09-15~2025-09-21,2,1.4,1.259,0.025,-0.12,-0.675,False,下檔,2025-06-23,2025-11-03 11:04:38,-0.903,9.1,3,2,衰退,需行動,108.0,1,12288830.0,22,1536103.75,2439313.4121276597,E,窒友梅根 2.0,M3GAN 2.0,美國,輔15級,2025-06-27,美商美國環球影片股份有限公司台灣分公司,,傑拉德約翰史東,愛莉森威廉絲; 艾蜜唐納德; 伊凡娜莎克諾; 珍娜戴維斯; 任范愛普斯; 維奧萊麥克羅,31128_窒友梅根 2.0.csv,1.5767483329206884,0.94
31158,黑白線人,1,False,2025-09-05,2025-09-01,2025-10-05,35,5,5,1129371.0,4286.0,225874.2,857.2,503703.0,2025-09-08~2025-09-14,38,23.6,-0.538,-0.715,-0.481,-0.876,False,下檔,2025-09-01,2025-11-03 11:04:38,-0.986,9.91,3,2,衰退,需行動,263.5,0,0.0,0,0.0,1374924.815,C,黑白線人,Yadang: The Snitch,韓國,限制級,2025-09-05,可樂藝術文創股份有限公司,,黃炳國,姜河那; 朴海俊; 柳海真,31158_黑白線人.csv,0.9299231645293605,0.7595000000000001
31159,皇家保姆亞瑟,1,False,2025-10-03,2025-09-29,2025-11-02,35,5,5,165385.0,646.0,33077.0,129.2,83803.0,2025-09-29~2025-10-05,18,9.2,-0.661,-0.555,-0.427,-0.921,False,上映中,2025-09-29,2025-11-03 11:04:38,-0.93,9.8,4,2,衰退,需行動,256.01,0,0.0,0,0.0,134796.16666666666,D,皇家保姆亞瑟,OUT OF THE NEST,泰國,普遍級,2025-10-03,可樂藝術文創股份有限公司,,阿圖羅a赫南德茲; 安德魯戈登; 維拉帕特拉吉​​納納溫; 傑夫舒,,31159_皇家保姆亞瑟.csv,1.0266781758676755,0.7865
31186,超人,1,False,2025-07-08,2025-07-07,2025-11-02,119,17,16,87895470.0,299750.0,5493466.88,18734.38,39777558.0,2025-07-07~2025-07-13,95,36.69,-0.4,-0.504,-0.429,-0.784,True,上映中,2025-07-07,2025-11-03 11:04:38,-0.834,8.96,3,2,衰退,需行動,293.23,0,0.0,0,0.0,2439313.4121276597,A,超人,SUPERMAN,美國,保護級,2025-07-08,美商華納兄弟（遠東）股份有限公司台灣分公司,,詹姆斯岡恩,瑪麗亞加布里埃拉法里亞; 大衛科倫斯韋; 艾迪蓋瑟吉; 尼可拉斯霍特; 伊莎貝拉莫娜; 瑞秋布羅斯納漢,31186_超人.csv,1.6504022737587098,0.7560882352941176
31190,電影哆啦A夢：大雄的繪畫世界物語,1,False,2025-07-18,2025-07-14,2025-11-02,112,16,16,58218665.0,225882.0,3638666.56,14117.62,13994814.0,2025-07-21~2025-07-27,86,42.75,-0.534,-0.383,-0.259,-0.959,True,上映中,2025-07-14,2025-11-03 11:04:38,-0.918,9.65,1,3,衰退,需行動,257.74,0,0.0,0,0.0,4661519.714814815,A,電影哆啦A夢：大雄的繪畫世界物語,DORAEMON THE MOVIE: NOBITA'S ART WORLD TALES,日本,普遍級,2025-07-18,車庫娛樂股份有限公司,,,,31190_電影哆啦A夢：大雄的繪畫世界物語.csv,2.099411087945656,0.8705
31191,病毒,1,False,2025-09-19,2025-09-15,2025-10-12,28,4,4,783935.0,3211.0,195983.75,802.75,489419.0,2025-09-15~2025-09-21,68,40.75,-0.768,-0.882,-0.584,-0.988,False,下檔,2025-09-15,2025-11-03 11:04:38,-0.999,9.99,3,2,衰退,需行動,244.14,0,0.0,0,0.0,1374924.815,D,病毒,VIRUS,韓國,保護級,2025-09-19,車庫娛樂股份有限公司,,姜利官,金倫奭; 裴斗娜; 孫錫求,31191_病毒.csv,0.6695261715725858,0.708
31201,壞蛋聯盟 2,1,False,2025-07-26,2025-07-21,2025-11-02,105,15,14,17429492.0,67867.0,1244963.71,4847.64,5426184.0,2025-08-04~2025-08-10,91,30.79,28.322,9.352,7.262,-0.897,True,上映中,2025-07-21,2025-11-03 11:04:38,-0.739,7.87,1,3,衰退,需行動,256.82,0,0.0,0,0.0,2439313.4121276597,A,壞蛋聯盟 2,THE BAD GUYS 2,美國,保護級,2025-07-26,美商美國環球影片股份有限公司台灣分公司,,皮埃爾佩里費爾,馬克馬隆; 安東尼拉莫斯; 山姆洛克威爾; 克雷格羅賓森; 奧卡菲娜,31201_壞蛋聯盟 2.csv,-17.361950578665507,-2.664333333333333
31251,藍色小精靈大電影,2,True,2025-07-18,2025-10-06,2025-11-02,28,4,4,23400.0,312.0,5850.0,78.0,11250.0,2025-10-06~2025-10-12,1,1.0,-0.467,-0.475,-0.356,-0.845,False,上映中,2025-07-14,2025-11-03 11:04:38,-0.862,8.9,3,2,衰退,需行動,75.0,1,4127052.0,29,515881.5,2439313.4121276597,E,藍色小精靈大電影,SMURFS,美國,普遍級,2025-07-18,美商美國派拉蒙影片股份有限公司台灣分公司,,馬特蘭登; 克里斯米勒,約翰古德曼; 娜塔莎諾伊尼; 寇特羅素; 詹姆斯柯登; 蕾哈娜; 漢娜沃丁厄姆,31251_藍色小精靈大電影.csv,1.0364780156075606,0.8220000000000001
31301,我在荒野做了一場夢,1,False,2025-08-22,2025-08-18,2025-11-02,77,11,11,3391998.0,13994.0,308363.45,1272.18,611002.0,2025-08-25~2025-08-31,23,11.73,-0.527,-0.251,-0.253,-0.813,True,上映中,2025-08-18,2025-11-03 11:04:38,-0.902,8.96,9,6,衰退,需行動,242.39,0,0.0,0,0.0,3483269.1605,B,我在荒野做了一場夢,Seven Ages of a Man,中華民國,普遍級,2025-08-22,牽猴子股份有限公司,,沈可尚,徐仁修; 徐仁修,31301_我在荒野做了一場夢.csv,1.8562252673916362,0.8734999999999999
31305,世紀編舞大師,1,False,2025-09-05,2025-09-01,2025-10-26,56,8,8,247806.0,1185.0,30975.75,148.12,107319.0,2025-09-08~2025-09-14,12,4.62,-0.237,-0.424,-0.142,0.307,False,上映中,2025-09-01,2025-11-03 11:04:38,-0.654,4.99,0,2,衰退,注意,209.12,0,0.0,0,0.0,34492.73333333333,D,世紀編舞大師,Cranko (John Cranko),德國,輔12級,2025-09-05,聯影企業股份有限公司,,約阿希姆朗; 約阿希姆朗,山姆萊利,31305_世紀編舞大師.csv,1.8852186873544763,0.929
31329,全知讀者視角,1,False,2025-07-21,2025-07-21,2025-11-02,105,15,14,78380572.0,285158.0,5598612.29,20368.43,30799172.0,2025-07-21~2025-07-27,96,41.29,-0.232,-0.392,-0.212,-0.466,True,上映中,2025-07-21,2025-11-03 11:04:38,0.971,0.0,1,2,成長中,正常,274.87,0,0.0,0,0.0,1374924.815,A,全知讀者視角,Omniscient Reader,韓國,輔12級,2025-07-21,采昌國際多媒體股份有限公司,,金秉祐,蔡秀彬; 林珍娜; 安孝燮; 李敏鎬; 金智秀; 申承浩,31329_全知讀者視角.csv,2.1847999131249476,0.8606666666666667
31352,驚奇4超人：第一步,2,True,2025-07-23,2025-10-13,2025-11-02,21,3,3,105535.0,1001.0,35178.33,333.67,57065.0,2025-10-20~2025-10-26,2,2.0,0.671,-0.039,-0.026,-0.749,False,上映中,2025-07-21,2025-11-03 11:04:38,-0.581,0.0,1,2,衰退,正常,105.43,1,70670296.0,15,7067029.6,2439313.4121276597,E,驚奇4超人：第一步,The Fantastic Four: First Steps,美國,保護級,2025-07-23,台灣華特迪士尼股份有限公司,,麥特夏克曼,凡妮莎寇比; 艾邦摩斯貝克許; 喬瑟夫昆恩; 佩德羅帕斯卡,31352_驚奇4超人：第一步.csv,1.3502507077307735,0.987
31355,電影蠟筆小新：超華麗！灼熱的春日部舞者們,1,False,2025-08-22,2025-08-18,2025-11-02,77,11,11,50437122.0,190779.0,4585192.91,17343.55,21110142.0,2025-08-25~2025-08-31,86,56.73,-0.429,-0.537,-0.323,-0.95,True,上映中,2025-08-18,2025-11-03 11:04:38,-0.937,9.63,1,2,衰退,需行動,264.37,0,0.0,0,0.0,4661519.714814815,A,電影蠟筆小新：超華麗！灼熱的春日部舞者們,CRAYON SHINCHAN THE MOVIE: SUPER HOT! THE SPICY KASUKABE DANCERS,日本,普遍級,2025-08-22,車庫娛樂股份有限公司,,,,31355_電影蠟筆小新：超華麗！灼熱的春日部舞者們.csv,1.6822818019064762,0.8385
31364,凶器,1,False,2025-08-08,2025-08-04,2025-10-19,77,11,11,25156397.0,90478.0,2286945.18,8225.27,10192343.0,2025-08-11~2025-08-17,82,35.64,9.236,2.851,1.658,-0.47,True,下檔,2025-08-04,2025-11-03 11:04:38,-0.686,6.81,9,2,衰退,注意,278.04,0,0.0,0,0.0,2439313.4121276597,A,凶器,WEAPONS,美國,限制級,2025-08-08,美商華納兄弟（遠東）股份有限公司台灣分公司,,札克克瑞格,黃凱旋; 艾美麥蒂根; 朱莉亞嘉納; 喬許布洛林,31364_凶器.csv,-1.6350685755605041,0.17100000000000004
31365,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,1,False,2025-08-06,2025-08-04,2025-11-02,91,13,13,826692109.0,2577614.0,63591700.69,198278.0,233117423.0,2025-08-11~2025-08-17,98,94.46,-0.057,-0.246,-0.261,-0.735,True,上映中,2025-08-04,2025-11-03 11:04:38,-0.755,7.88,11,3,衰退,需行動,320.72,0,0.0,0,0.0,4661519.714814815,A,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,Demon Slayer：Kimetsu no Yaiba Infinity Castle,日本,輔12級,2025-08-06,木棉花國際股份有限公司,,,,31365_劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲.csv,1.950263366585676,0.8694999999999999
31402,天作之合,1,False,2025-08-23,2025-08-18,2025-11-02,77,11,11,12725063.0,46046.0,1156823.91,4186.0,4523100.0,2025-09-01~2025-09-07,88,35.36,14.87,4.831,4.55,-0.681,True,上映中,2025-08-18,2025-11-03 11:04:38,-0.872,9.26,8,2,衰退,需行動,276.36,0,0.0,0,0.0,2439313.4121276597,A,天作之合,MATERIALISTS,美國,普遍級,2025-08-23,美商台灣索尼影業發行股份有限公司台灣分公司,,席琳宋,克里斯伊凡; 達柯塔強生; 佩德羅帕斯卡,31402_天作之合.csv,-8.8214186067474,-1.275
31474,角頭－鬥陣欸,1,False,2025-08-21,2025-08-18,2025-11-02,77,11,11,188457553.0,687930.0,17132504.82,62539.09,77145573.0,2025-08-18~2025-08-24,96,64.82,-0.54,-0.55,-0.465,-0.632,True,上映中,2025-08-18,2025-11-03 11:04:38,-0.776,8.64,10,2,衰退,需行動,273.95,0,0.0,0,0.0,3483269.1605,A,角頭－鬥陣欸,GATAO: Big Brothers,中華民國,限制級,2025-08-21,威視股份有限公司,,姚宏易; 姜瑞智,高捷; 夏靖庭; 蔡振南; 太保; 龍天翔; 喜翔; 王識賢,31474_角頭－鬥陣欸.csv,1.32942505763658,0.7675
31502,怪奇寶貝,1,False,2025-09-05,2025-09-01,2025-10-19,49,7,6,695393.0,2771.0,115898.83,461.83,396312.0,2025-09-01~2025-09-07,64,26.0,-0.724,-0.856,-0.474,0.0,False,下檔,2025-09-01,2025-11-03 11:04:38,9.929,0.0,0,2,成長中,正常,250.95,0,0.0,0,0.0,2439313.4121276597,D,怪奇寶貝,SKETCH,美國,保護級,2025-09-05,車庫娛樂股份有限公司,,賽斯沃利,妲西卡登; 凱隆考克斯; 比安卡貝爾; 托尼海爾; 庫勞倫斯,31502_怪奇寶貝.csv,1.0937862509235936,0.6915714285714285
31507,一兆$遊戲　劇場版,1,False,2025-08-15,2025-08-11,2025-10-26,77,11,10,1590048.0,6283.0,159004.8,628.3,718276.0,2025-08-11~2025-08-17,24,9.2,-0.677,-0.698,-0.249,0.903,True,上映中,2025-08-11,2025-11-03 11:04:38,7.0,0.0,0,2,成長中,正常,253.07,0,0.0,0,0.0,4661519.714814815,C,一兆$遊戲　劇場版,Trillion Game the Movie,日本,保護級,2025-08-15,天馬行空數位有限公司,,,,31507_一兆$遊戲　劇場版.csv,1.8661648939907882,0.8300454545454545
31520,龍之心-靈界探訪記-,1,False,2025-08-30,2025-08-25,2025-11-02,70,10,10,4835706.0,21317.0,483570.6,2131.7,1463221.0,2025-09-15~2025-09-21,25,13.0,0.752,2.953,0.984,-0.824,False,上映中,2025-08-25,2025-11-03 11:04:38,-0.935,9.58,6,3,衰退,需行動,226.85,0,0.0,0,0.0,4661519.714814815,B,龍之心-靈界探訪記-,ドラゴン・ハート-霊界探訪記-,日本,輔12級,2025-08-30,台灣幸福科學出版有限公司,,今掛勇,深見梨加; 廣瀨千夏; 淺野真澄,31520_龍之心-靈界探訪記-.csv,0.03836632436477397,0.508
31523,樂來越愛你,1,False,2025-09-12,2025-09-08,2025-10-26,49,7,7,4777799.0,13529.0,682542.71,1932.71,2172733.0,2025-09-08~2025-09-14,28,14.14,-0.631,-0.677,-0.475,-0.427,False,上映中,2025-09-08,2025-11-03 11:04:38,-0.812,8.75,6,2,衰退,需行動,353.15,0,0.0,0,0.0,153621.79833333334,B,樂來越愛你,La La Land,英國,普遍級,2025-09-12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,,,,31523_樂來越愛你.csv,1.0917068093819138,0.7625
31531,詭鄉,1,False,2025-09-19,2025-09-15,2025-10-19,35,5,5,2826818.0,10563.0,565363.6,2112.6,1300019.0,2025-09-15~2025-09-21,60,39.2,-0.649,-0.732,1.041,0.102,False,下檔,2025-09-15,2025-11-03 11:04:38,-0.899,9.21,0,2,衰退,需行動,267.62,0,0.0,0,0.0,3483269.1605,B,詭鄉,Eerie Hometown,中華民國,輔12級,2025-09-19,威視股份有限公司,,馬新語,初孟軒; 雷嘉汭; 張翰 (ii); 王滿嬌,31531_詭鄉.csv,-0.07346213823835011,0.47950000000000004
31541,熱烈,1,False,2025-09-13,2025-09-08,2025-11-02,56,8,8,2277277.0,8892.0,284659.62,1111.5,764525.0,2025-09-22~2025-09-28,7,5.38,-0.952,4.797,1.52,-0.776,False,上映中,2025-09-08,2025-11-03 11:04:38,-0.884,9.18,5,2,衰退,需行動,256.1,0,0.0,0,0.0,284659.62,C,熱烈,One and Only,中國大陸,普遍級,2025-09-13,恆星多媒體股份有限公司,,大鵬,王一博; 黃渤,31541_熱烈.csv,-1.1425567802148342,0.24
31547,辣媽辣妹2,1,False,2025-08-18,2025-08-18,2025-10-12,56,8,8,9606265.0,35550.0,1200783.12,4443.75,3796318.0,2025-08-18~2025-08-24,81,41.88,-0.024,-0.417,-0.488,-0.949,False,下檔,2025-08-18,2025-11-03 11:04:38,-0.974,9.84,7,2,衰退,需行動,270.22,0,0.0,0,0.0,2439313.4121276597,B,辣媽辣妹2,Freakier Friday,美國,普遍級,2025-08-18,台灣華特迪士尼股份有限公司,,妮莎嘉娜卓,潔美李寇蒂斯; 茱利亞芭特絲; 查德麥可莫瑞; 索菲亞漢門斯; 琳賽蘿涵,31547_辣媽辣妹2.csv,1.1249789835961443,0.756
31570,無名指,1,False,2025-09-19,2025-09-15,2025-10-26,42,6,5,899357.0,3740.0,179871.4,748.0,420162.0,2025-09-15~2025-09-21,60,29.8,-0.748,-0.539,0.025,0.059,False,上映中,2025-09-15,2025-11-03 11:04:38,-0.187,4.59,0,2,穩定,注意,240.47,0,0.0,0,0.0,1046015.47,C,無名指,My First of May,香港,普遍級,2025-09-19,華映國際文創股份有限公司,,孔令政,許恩怡; 郭富城; 梁詠琪; 譚耀文; 鮑起靜,31570_無名指.csv,1.8972623953289303,0.9041666666666667
31596,厲陰宅：最終聖事,1,False,2025-09-03,2025-09-01,2025-11-02,63,9,9,61420707.0,208886.0,6824523.0,23209.56,21578472.0,2025-09-01~2025-09-07,92,63.67,-0.323,-0.443,-0.469,-0.858,False,上映中,2025-09-01,2025-11-03 11:04:38,-0.944,9.68,8,2,衰退,需行動,294.04,0,0.0,0,0.0,2439313.4121276597,A,厲陰宅：最終聖事,The Conjuring：Last Rites,美國,輔15級,2025-09-03,美商華納兄弟（遠東）股份有限公司台灣分公司,,麥可查維斯,薇拉法蜜嘉; 派翠克威爾森,31596_厲陰宅：最終聖事.csv,1.2226726843798383,0.7655000000000001
31650,親愛的家人,1,False,2025-09-05,2025-09-01,2025-09-21,21,3,3,223574.0,952.0,74524.67,317.33,130522.0,2025-09-01~2025-09-07,49,34.67,-0.7,-0.84,-0.427,-0.981,False,下檔,2025-09-01,2025-11-03 11:04:38,-0.987,0.0,2,2,衰退,正常,234.85,0,0.0,0,0.0,4661519.714814815,D,親愛的家人,DEAR FAMILY,日本,普遍級,2025-09-05,車庫娛樂股份有限公司,,月川翔,大泉洋; 菅野美穗; 福本莉子,31650_親愛的家人.csv,0.7943466689216973,0.7865
31651,永遠在一起,1,False,2025-09-26,2025-09-22,2025-11-02,42,6,6,2399243.0,9175.0,399873.83,1529.17,994676.0,2025-09-29~2025-10-05,61,31.0,-0.57,-0.689,-0.525,-0.964,False,上映中,2025-09-22,2025-11-03 11:04:38,-0.989,9.96,4,2,衰退,需行動,261.5,0,0.0,0,0.0,2439313.4121276597,C,永遠在一起,TOGETHER,美國,輔15級,2025-09-26,采昌國際多媒體股份有限公司,,麥可山克斯,戴夫法蘭科; 愛莉森布里,31651_永遠在一起.csv,0.9243073208012738,0.7375
