基礎欄位,,,,,,,,,,,,,,,多輪下的基礎指標,,,,,平均值  (上映與否皆可看),,,,即時指標,,,上映中電影專屬(上映中才有意義),,,,,,回顧指標   (該輪結束再看才準),,,,,巔峰值,,,電影資訊,,,,,,,,,,
gov_id,title_zh,release_round,is_re_release,official_release_date_x,release_initial_date,release_start,release_end,release_days,total_weeks,active_weeks,total_amount,total_tickets,avg_ticket_price,status,previous_round_count,previous_total_amount,re_release_gap_days,previous_avg_amount,,avg_amount_per_week,avg_tickets_per_week,avg_theater_count,decline_rate_mean,second_week_amount_growth_rate,momentum_3w,decline_rate_last,momentum_status,promotion_level,same_class_amount_last_week,market_heat_level,momentum_score,promotion_urgency_score,long_tail_strength,retention_index,early_decline_weeks,long_tail_weeks,is_long_tail,peak_amount,peak_amount_week,peak_theater_count,gov_title_zh,gov_title_en,region,movie_class,official_release_date_y,publisher,film_length,director,actor_list,source_file,update_at
30717,馴龍高手,1,FALSE,2025/6/7,2025/6/2,2025/6/2,2025/11/2,154,22,22,131971183,438702,300.82,上映中,0,0,0,0,,5998690.14,19941,35.41,1.973,6.902,2.211,-0.962,衰退,需行動,2439313.4121276597,A,-0.674,9.19,-3.050835872,0.013499999999999956,1,3,TRUE,36493327,2025-06-16~2025-06-22,95,馴龍高手,HOW TO TRAIN YOUR DRAGON,美國,普遍級,2025/6/7,美商美國環球影片股份有限公司台灣分公司,,迪恩戴布洛伊,梅森塔姆斯; 妮可帕克; 傑瑞德巴特勒,30717_馴龍高手.csv,2025/11/3 11:04
30738,星際寶貝：史迪奇,1,FALSE,2025/5/22,2025/5/19,2025/5/19,2025/10/19,154,22,21,105651491,390110,270.82,下檔,0,0,0,0,,5031023.38,18576.67,35.43,-0.215,-0.4,-0.39,-0.699,衰退,注意,2439313.4121276597,A,-0.617,6.53,2.4613629595043824,0.8697727272727274,1,3,TRUE,31225707,2025-05-26~2025-06-01,95,星際寶貝：史迪奇,Lilo & Stitch,美國,保護級,2025/5/22,台灣華特迪士尼股份有限公司,,狄恩弗萊捨坎普,比利馬格努森; 查克葛里芬納奇; 瑪雅基羅哈; 克里斯桑德斯; 席妮奧古東,30738_星際寶貝：史迪奇.csv,2025/11/3 11:04
30739,不可能的任務：最終清算,1,FALSE,2025/5/17,2025/5/12,2025/5/12,2025/11/2,175,25,25,453190315,1465673,309.2,上映中,0,0,0,0,,18127612.6,58626.92,41.84,-0.19,-0.474,-0.394,-0.739,衰退,需行動,2439313.4121276597,A,-0.854,8.32,2.639058195797401,0.905,3,3,TRUE,132919944,2025-05-19~2025-05-25,95,不可能的任務：最終清算,MISSION: IMPOSSIBLE -THE FINAL RECKONING,美國,輔12級,2025/5/17,美商美國派拉蒙影片股份有限公司台灣分公司,,克里斯多弗麥奎里,龐克萊門捷夫; 海莉艾特沃; 湯姆克魯斯; 賽門佩格,30739_不可能的任務：最終清算.csv,2025/11/3 11:04
30808,滿血復活,2,TRUE,2025/5/27,2025/5/26,2025/10/6,2025/10/26,21,3,2,29603,105,281.93,上映中,1,5660743,50,514613,,14801.5,52.5,1,0,0.835,0,0,穩定,正常,2439313.4121276597,E,0,0,1.3862943611198906,0.8333333333333333,0,2,FALSE,19160,2025-10-20~2025-10-26,1,滿血復活,BRING HER BACK,美國,限制級,2025/5/27,美商台灣索尼影業發行股份有限公司台灣分公司,,麥可菲利浦; 丹尼菲利普,莎莉霍金斯,30808_滿血復活.csv,2025/11/3 11:04
30809,名偵探柯南 獨眼的殘像,1,FALSE,2025/6/25,2025/6/23,2025/6/23,2025/11/2,133,19,19,214891969,781441,274.99,上映中,0,0,0,0,,11310103.63,41128.47,47,-0.133,-0.433,-0.405,-0.989,衰退,需行動,4661519.714814815,A,-0.994,9.9,2.597299881,0.9335,2,2,TRUE,71677101,2025-06-23~2025-06-29,97,名偵探柯南 獨眼的殘像,Detective Conan The Movie: One-Eyed Flashback,日本,保護級,2025/6/25,普威爾國際股份有限公司,,,,30809_名偵探柯南 獨眼的殘像.csv,2025/11/3 11:04
30863,我家妹妹不准嫁,1,FALSE,2025/6/6,2025/6/2,2025/6/2,2025/6/29,28,4,4,1303617,5179,251.71,下檔,0,0,0,0,,325904.25,1294.75,18.25,-0.356,-0.751,-0.585,-0.73,衰退,需行動,134796.16666666666,C,-0.804,8.3,1.0364780156075606,0.8220000000000001,3,2,FALSE,616591,2025-06-02~2025-06-08,22,我家妹妹不准嫁,Will You Marry Monk?,泰國,輔12級,2025/6/6,仲業股份有限公司,,沃拉武塔溫威西瓦特; 翁加特切姆查倫波恩庫爾; 維拉瓦查約柴孔,鄭壹飛; 可恩娜帕瑟塔拉達那彭; 亞瑞克阿莫蘇帕西瑞,30863_我家妹妹不准嫁.csv,2025/11/3 11:04
30864,世界就是這樣結束的,1,FALSE,2025/10/9,2025/10/6,2025/10/6,2025/11/2,28,4,4,358553,1393,257.4,上映中,0,0,0,0,,89638.25,348.25,10.25,-0.278,-0.235,-0.562,-0.568,衰退,需行動,153621.79833333334,D,-0.949,9.18,1.1620141727774205,0.861,2,2,FALSE,187235,2025-10-13~2025-10-19,16,世界就是這樣結束的,The End,英國,輔12級,2025/10/9,東昊影業有限公司,,約書亞奧本海默,蒂妲絲雲頓; 喬治麥凱; tim mcinnerny; 麥可夏儂,30864_世界就是這樣結束的.csv,2025/11/3 11:04
30960,28年毀滅倒數,2,TRUE,2025/6/17,2025/6/16,2025/9/15,2025/10/12,28,4,4,114850,939,122.31,下檔,1,20715296,29,2301699.56,,28712.5,234.75,1.75,0.543,2.213,0.724,-0.618,衰退,注意,2439313.4121276597,E,-0.397,3.74,0.7355131259823837,0.7284999999999999,1,2,FALSE,51875,2025-09-29~2025-10-05,2,28年毀滅倒數,28 YEARS LATER,美國,限制級,2025/6/17,美商台灣索尼影業發行股份有限公司台灣分公司,,丹尼鮑伊,阿爾菲威廉斯; 雷夫范恩斯; 亞倫泰勒強森; 茱蒂康默,30960_28年毀滅倒數.csv,2025/11/3 11:04
31027,F1電影,1,FALSE,2025/6/24,2025/6/23,2025/6/23,2025/11/2,133,19,19,570415385,1754120,325.19,上映中,0,0,0,0,,30021862.37,92322.11,72.42,-0.257,0.102,-0.037,-0.826,衰退,需行動,2439313.4121276597,A,-0.861,8.91,2.225829079250615,0.8714999999999999,17,6,TRUE,96016586,2025-06-30~2025-07-06,95,F1電影,F1,美國,保護級,2025/6/24,美商華納兄弟（遠東）股份有限公司台灣分公司,,喬瑟夫柯辛斯基,凱莉肯頓; 哈維爾巴登; 達姆森伊卓瑞斯; 布萊德彼特,31027_F1電影.csv,2025/11/3 11:04
31037,暗影部隊,1,FALSE,2025/10/3,2025/9/29,2025/9/29,2025/11/2,35,5,5,1264642,5216,242.45,上映中,0,0,0,0,,252928.4,1043.2,31,-0.587,-0.679,-0.847,-0.82,衰退,需行動,2439313.4121276597,C,-0.988,9.98,0.7399966607911868,0.7065,4,2,FALSE,700050,2025-09-29~2025-10-05,62,暗影部隊,SHADOW FORCE,美國,輔12級,2025/10/3,車庫娛樂股份有限公司,,喬卡納漢,馬克史壯; 歐馬希; 凱莉華盛頓,31037_暗影部隊.csv,2025/11/3 11:04
31082,地球特派員,1,FALSE,2025/7/2,2025/6/30,2025/6/30,2025/11/2,126,18,18,36551647,141212,258.84,上映中,0,0,0,0,,2030647.06,7845.11,31.44,10.918,142.587,47.353,-0.733,衰退,需行動,2439313.4121276597,A,-0.719,8.78,-29.2029458,-4.459,1,2,TRUE,12229929,2025-07-14~2025-07-20,91,地球特派員,ELIO,美國,普遍級,2025/7/2,台灣華特迪士尼股份有限公司,,石之予; 瑪德琳夏拉菲安; 阿德里安莫里納,雪莉韓德森; 柔伊莎達娜; 瑞蜜艾格莉; 賈米拉賈米爾; 布萊德嘉瑞特; 尤納斯基布里布,31082_地球特派員.csv,2025/11/3 11:04
31123,侏羅紀世界：重生,1,FALSE,2025/7/1,2025/6/30,2025/6/30,2025/11/2,126,18,18,299137668,1055815,283.32,上映中,0,0,0,0,,16618759.33,58656.39,47.17,-0.279,-0.35,-0.424,-0.767,衰退,需行動,2439313.4121276597,A,-0.825,8.25,2.1229405039790032,0.8605,3,2,TRUE,109792561,2025-06-30~2025-07-06,94,侏羅紀世界：重生,JURASSIC WORLD REBIRTH,美國,保護級,2025/7/1,美商美國環球影片股份有限公司台灣分公司,,蓋瑞斯愛德華,喬納森拜利; 馬奴賈西亞魯爾福; 魯柏佛蘭德; 馬赫夏拉阿里; 史嘉蕾喬韓森,31123_侏羅紀世界：重生.csv,2025/11/3 11:04
31128,窒友梅根 2.0,2,TRUE,2025/6/27,2025/6/23,2025/9/8,2025/10/12,35,5,5,87265,808,108,下檔,1,12288830,22,1536103.75,,17453,161.6,1.4,-0.12,1.259,0.025,-0.675,衰退,需行動,2439313.4121276597,E,-0.903,9.1,1.5767483329206884,0.94,3,2,FALSE,40305,2025-09-15~2025-09-21,2,窒友梅根 2.0,M3GAN 2.0,美國,輔15級,2025/6/27,美商美國環球影片股份有限公司台灣分公司,,傑拉德約翰史東,愛莉森威廉絲; 艾蜜唐納德; 伊凡娜莎克諾; 珍娜戴維斯; 任范愛普斯; 維奧萊麥克羅,31128_窒友梅根 2.0.csv,2025/11/3 11:04
31158,黑白線人,1,FALSE,2025/9/5,2025/9/1,2025/9/1,2025/10/5,35,5,5,1129371,4286,263.5,下檔,0,0,0,0,,225874.2,857.2,23.6,-0.481,-0.538,-0.715,-0.876,衰退,需行動,1374924.815,C,-0.986,9.91,0.9299231645293605,0.7595000000000001,3,2,FALSE,503703,2025-09-08~2025-09-14,38,黑白線人,Yadang: The Snitch,韓國,限制級,2025/9/5,可樂藝術文創股份有限公司,,黃炳國,姜河那; 朴海俊; 柳海真,31158_黑白線人.csv,2025/11/3 11:04
31159,皇家保姆亞瑟,1,FALSE,2025/10/3,2025/9/29,2025/9/29,2025/11/2,35,5,5,165385,646,256.01,上映中,0,0,0,0,,33077,129.2,9.2,-0.427,-0.661,-0.555,-0.921,衰退,需行動,134796.16666666666,D,-0.93,9.8,1.0266781758676755,0.7865,4,2,FALSE,83803,2025-09-29~2025-10-05,18,皇家保姆亞瑟,OUT OF THE NEST,泰國,普遍級,2025/10/3,可樂藝術文創股份有限公司,,阿圖羅a赫南德茲; 安德魯戈登; 維拉帕特拉吉​​納納溫; 傑夫舒,,31159_皇家保姆亞瑟.csv,2025/11/3 11:04
31186,超人,1,FALSE,2025/7/8,2025/7/7,2025/7/7,2025/11/2,119,17,16,87895470,299750,293.23,上映中,0,0,0,0,,5493466.88,18734.38,36.69,-0.429,-0.4,-0.504,-0.784,衰退,需行動,2439313.4121276597,A,-0.834,8.96,1.6504022737587098,0.7560882352941176,3,2,TRUE,39777558,2025-07-07~2025-07-13,95,超人,SUPERMAN,美國,保護級,2025/7/8,美商華納兄弟（遠東）股份有限公司台灣分公司,,詹姆斯岡恩,瑪麗亞加布里埃拉法里亞; 大衛科倫斯韋; 艾迪蓋瑟吉; 尼可拉斯霍特; 伊莎貝拉莫娜; 瑞秋布羅斯納漢,31186_超人.csv,2025/11/3 11:04
31190,電影哆啦A夢：大雄的繪畫世界物語,1,FALSE,2025/7/18,2025/7/14,2025/7/14,2025/11/2,112,16,16,58218665,225882,257.74,上映中,0,0,0,0,,3638666.56,14117.62,42.75,-0.259,-0.534,-0.383,-0.959,衰退,需行動,4661519.714814815,A,-0.918,9.65,2.099411087945656,0.8705,1,3,TRUE,13994814,2025-07-21~2025-07-27,86,電影哆啦A夢：大雄的繪畫世界物語,DORAEMON THE MOVIE: NOBITA'S ART WORLD TALES,日本,普遍級,2025/7/18,車庫娛樂股份有限公司,,,,31190_電影哆啦A夢：大雄的繪畫世界物語.csv,2025/11/3 11:04
31191,病毒,1,FALSE,2025/9/19,2025/9/15,2025/9/15,2025/10/12,28,4,4,783935,3211,244.14,下檔,0,0,0,0,,195983.75,802.75,40.75,-0.584,-0.768,-0.882,-0.988,衰退,需行動,1374924.815,D,-0.999,9.99,0.6695261715725858,0.708,3,2,FALSE,489419,2025-09-15~2025-09-21,68,病毒,VIRUS,韓國,保護級,2025/9/19,車庫娛樂股份有限公司,,姜利官,金倫奭; 裴斗娜; 孫錫求,31191_病毒.csv,2025/11/3 11:04
31201,壞蛋聯盟 2,1,FALSE,2025/7/26,2025/7/21,2025/7/21,2025/11/2,105,15,14,17429492,67867,256.82,上映中,0,0,0,0,,1244963.71,4847.64,30.79,7.262,28.322,9.352,-0.897,衰退,需行動,2439313.4121276597,A,-0.739,7.87,-17.36195058,-2.664333333,1,3,TRUE,5426184,2025-08-04~2025-08-10,91,壞蛋聯盟 2,THE BAD GUYS 2,美國,保護級,2025/7/26,美商美國環球影片股份有限公司台灣分公司,,皮埃爾佩里費爾,馬克馬隆; 安東尼拉莫斯; 山姆洛克威爾; 克雷格羅賓森; 奧卡菲娜,31201_壞蛋聯盟 2.csv,2025/11/3 11:04
31251,藍色小精靈大電影,2,TRUE,2025/7/18,2025/7/14,2025/10/6,2025/11/2,28,4,4,23400,312,75,上映中,1,4127052,29,515881.5,,5850,78,1,-0.356,-0.467,-0.475,-0.845,衰退,需行動,2439313.4121276597,E,-0.862,8.9,1.0364780156075606,0.8220000000000001,3,2,FALSE,11250,2025-10-06~2025-10-12,1,藍色小精靈大電影,SMURFS,美國,普遍級,2025/7/18,美商美國派拉蒙影片股份有限公司台灣分公司,,馬特蘭登; 克里斯米勒,約翰古德曼; 娜塔莎諾伊尼; 寇特羅素; 詹姆斯柯登; 蕾哈娜; 漢娜沃丁厄姆,31251_藍色小精靈大電影.csv,2025/11/3 11:04
31301,我在荒野做了一場夢,1,FALSE,2025/8/22,2025/8/18,2025/8/18,2025/11/2,77,11,11,3391998,13994,242.39,上映中,0,0,0,0,,308363.45,1272.18,11.73,-0.253,-0.527,-0.251,-0.813,衰退,需行動,3483269.161,B,-0.902,8.96,1.8562252673916362,0.8734999999999999,9,6,TRUE,611002,2025-08-25~2025-08-31,23,我在荒野做了一場夢,Seven Ages of a Man,中華民國,普遍級,2025/8/22,牽猴子股份有限公司,,沈可尚,徐仁修; 徐仁修,31301_我在荒野做了一場夢.csv,2025/11/3 11:04
31305,世紀編舞大師,1,FALSE,2025/9/5,2025/9/1,2025/9/1,2025/10/26,56,8,8,247806,1185,209.12,上映中,0,0,0,0,,30975.75,148.12,4.62,-0.142,-0.237,-0.424,0.307,衰退,注意,34492.73333333333,D,-0.654,4.99,1.8852186873544763,0.929,0,2,FALSE,107319,2025-09-08~2025-09-14,12,世紀編舞大師,Cranko (John Cranko),德國,輔12級,2025/9/5,聯影企業股份有限公司,,約阿希姆朗; 約阿希姆朗,山姆萊利,31305_世紀編舞大師.csv,2025/11/3 11:04
31329,全知讀者視角,1,FALSE,2025/7/21,2025/7/21,2025/7/21,2025/11/2,105,15,14,78380572,285158,274.87,上映中,0,0,0,0,,5598612.29,20368.43,41.29,-0.212,-0.232,-0.392,-0.466,成長中,正常,1374924.815,A,0.971,0,2.1847999131249476,0.8606666666666667,1,2,TRUE,30799172,2025-07-21~2025-07-27,96,全知讀者視角,Omniscient Reader,韓國,輔12級,2025/7/21,采昌國際多媒體股份有限公司,,金秉祐,蔡秀彬; 林珍娜; 安孝燮; 李敏鎬; 金智秀; 申承浩,31329_全知讀者視角.csv,2025/11/3 11:04
31352,驚奇4超人：第一步,2,TRUE,2025/7/23,2025/7/21,2025/10/13,2025/11/2,21,3,3,105535,1001,105.43,上映中,1,70670296,15,7067029.6,,35178.33,333.67,2,-0.026,0.671,-0.039,-0.749,衰退,正常,2439313.4121276597,E,-0.581,0,1.3502507077307735,0.987,1,2,FALSE,57065,2025-10-20~2025-10-26,2,驚奇4超人：第一步,The Fantastic Four: First Steps,美國,保護級,2025/7/23,台灣華特迪士尼股份有限公司,,麥特夏克曼,凡妮莎寇比; 艾邦摩斯貝克許; 喬瑟夫昆恩; 佩德羅帕斯卡,31352_驚奇4超人：第一步.csv,2025/11/3 11:04
31355,電影蠟筆小新：超華麗！灼熱的春日部舞者們,1,FALSE,2025/8/22,2025/8/18,2025/8/18,2025/11/2,77,11,11,50437122,190779,264.37,上映中,0,0,0,0,,4585192.91,17343.55,56.73,-0.323,-0.429,-0.537,-0.95,衰退,需行動,4661519.714814815,A,-0.937,9.63,1.6822818019064762,0.8385,1,2,TRUE,21110142,2025-08-25~2025-08-31,86,電影蠟筆小新：超華麗！灼熱的春日部舞者們,CRAYON SHINCHAN THE MOVIE: SUPER HOT! THE SPICY KASUKABE DANCERS,日本,普遍級,2025/8/22,車庫娛樂股份有限公司,,,,31355_電影蠟筆小新：超華麗！灼熱的春日部舞者們.csv,2025/11/3 11:04
31364,凶器,1,FALSE,2025/8/8,2025/8/4,2025/8/4,2025/10/19,77,11,11,25156397,90478,278.04,下檔,0,0,0,0,,2286945.18,8225.27,35.64,1.658,9.236,2.851,-0.47,衰退,注意,2439313.4121276597,A,-0.686,6.81,-1.635068576,0.17100000000000004,9,2,TRUE,10192343,2025-08-11~2025-08-17,82,凶器,WEAPONS,美國,限制級,2025/8/8,美商華納兄弟（遠東）股份有限公司台灣分公司,,札克克瑞格,黃凱旋; 艾美麥蒂根; 朱莉亞嘉納; 喬許布洛林,31364_凶器.csv,2025/11/3 11:04
31365,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,1,FALSE,2025/8/6,2025/8/4,2025/8/4,2025/11/2,91,13,13,826692109,2577614,320.72,上映中,0,0,0,0,,63591700.69,198278,94.46,-0.261,-0.057,-0.246,-0.735,衰退,需行動,4661519.714814815,A,-0.755,7.88,1.950263366585676,0.8694999999999999,11,3,TRUE,233117423,2025-08-11~2025-08-17,98,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,Demon Slayer：Kimetsu no Yaiba Infinity Castle,日本,輔12級,2025/8/6,木棉花國際股份有限公司,,,,31365_劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲.csv,2025/11/3 11:04
31402,天作之合,1,FALSE,2025/8/23,2025/8/18,2025/8/18,2025/11/2,77,11,11,12725063,46046,276.36,上映中,0,0,0,0,,1156823.91,4186,35.36,4.55,14.87,4.831,-0.681,衰退,需行動,2439313.4121276597,A,-0.872,9.26,-8.821418607,-1.275,8,2,TRUE,4523100,2025-09-01~2025-09-07,88,天作之合,MATERIALISTS,美國,普遍級,2025/8/23,美商台灣索尼影業發行股份有限公司台灣分公司,,席琳宋,克里斯伊凡; 達柯塔強生; 佩德羅帕斯卡,31402_天作之合.csv,2025/11/3 11:04
31474,角頭－鬥陣欸,1,FALSE,2025/8/21,2025/8/18,2025/8/18,2025/11/2,77,11,11,188457553,687930,273.95,上映中,0,0,0,0,,17132504.82,62539.09,64.82,-0.465,-0.54,-0.55,-0.632,衰退,需行動,3483269.161,A,-0.776,8.64,1.329425058,0.7675,10,2,TRUE,77145573,2025-08-18~2025-08-24,96,角頭－鬥陣欸,GATAO: Big Brothers,中華民國,限制級,2025/8/21,威視股份有限公司,,姚宏易; 姜瑞智,高捷; 夏靖庭; 蔡振南; 太保; 龍天翔; 喜翔; 王識賢,31474_角頭－鬥陣欸.csv,2025/11/3 11:04
31502,怪奇寶貝,1,FALSE,2025/9/5,2025/9/1,2025/9/1,2025/10/19,49,7,6,695393,2771,250.95,下檔,0,0,0,0,,115898.83,461.83,26,-0.474,-0.724,-0.856,0,成長中,正常,2439313.4121276597,D,9.929,0,1.0937862509235936,0.6915714285714285,0,2,FALSE,396312,2025-09-01~2025-09-07,64,怪奇寶貝,SKETCH,美國,保護級,2025/9/5,車庫娛樂股份有限公司,,賽斯沃利,妲西卡登; 凱隆考克斯; 比安卡貝爾; 托尼海爾; 庫勞倫斯,31502_怪奇寶貝.csv,2025/11/3 11:04
31507,一兆$遊戲　劇場版,1,FALSE,2025/8/15,2025/8/11,2025/8/11,2025/10/26,77,11,10,1590048,6283,253.07,上映中,0,0,0,0,,159004.8,628.3,9.2,-0.249,-0.677,-0.698,0.903,成長中,正常,4661519.714814815,C,7,0,1.8661648939907882,0.8300454545454545,0,2,TRUE,718276,2025-08-11~2025-08-17,24,一兆$遊戲　劇場版,Trillion Game the Movie,日本,保護級,2025/8/15,天馬行空數位有限公司,,,,31507_一兆$遊戲　劇場版.csv,2025/11/3 11:04
31520,龍之心-靈界探訪記-,1,FALSE,2025/8/30,2025/8/25,2025/8/25,2025/11/2,70,10,10,4835706,21317,226.85,上映中,0,0,0,0,,483570.6,2131.7,13,0.984,0.752,2.953,-0.824,衰退,需行動,4661519.714814815,B,-0.935,9.58,0.038366324,0.508,6,3,FALSE,1463221,2025-09-15~2025-09-21,25,龍之心-靈界探訪記-,ドラゴン・ハート-霊界探訪記-,日本,輔12級,2025/8/30,台灣幸福科學出版有限公司,,今掛勇,深見梨加; 廣瀨千夏; 淺野真澄,31520_龍之心-靈界探訪記-.csv,2025/11/3 11:04
31523,樂來越愛你,1,FALSE,2025/9/12,2025/9/8,2025/9/8,2025/10/26,49,7,7,4777799,13529,353.15,上映中,0,0,0,0,,682542.71,1932.71,14.14,-0.475,-0.631,-0.677,-0.427,衰退,需行動,153621.79833333334,B,-0.812,8.75,1.0917068093819138,0.7625,6,2,FALSE,2172733,2025-09-08~2025-09-14,28,樂來越愛你,La La Land,英國,普遍級,2025/9/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,,,,31523_樂來越愛你.csv,2025/11/3 11:04
31531,詭鄉,1,FALSE,2025/9/19,2025/9/15,2025/9/15,2025/10/19,35,5,5,2826818,10563,267.62,下檔,0,0,0,0,,565363.6,2112.6,39.2,1.041,-0.649,-0.732,0.102,衰退,需行動,3483269.161,B,-0.899,9.21,-0.073462138,0.47950000000000004,0,2,FALSE,1300019,2025-09-15~2025-09-21,60,詭鄉,Eerie Hometown,中華民國,輔12級,2025/9/19,威視股份有限公司,,馬新語,初孟軒; 雷嘉汭; 張翰 (ii); 王滿嬌,31531_詭鄉.csv,2025/11/3 11:04
31541,熱烈,1,FALSE,2025/9/13,2025/9/8,2025/9/8,2025/11/2,56,8,8,2277277,8892,256.1,上映中,0,0,0,0,,284659.62,1111.5,5.38,1.52,-0.952,4.797,-0.776,衰退,需行動,284659.62,C,-0.884,9.18,-1.14255678,0.24,5,2,FALSE,764525,2025-09-22~2025-09-28,7,熱烈,One and Only,中國大陸,普遍級,2025/9/13,恆星多媒體股份有限公司,,大鵬,王一博; 黃渤,31541_熱烈.csv,2025/11/3 11:04
31547,辣媽辣妹2,1,FALSE,2025/8/18,2025/8/18,2025/8/18,2025/10/12,56,8,8,9606265,35550,270.22,下檔,0,0,0,0,,1200783.12,4443.75,41.88,-0.488,-0.024,-0.417,-0.949,衰退,需行動,2439313.4121276597,B,-0.974,9.84,1.1249789835961443,0.756,7,2,FALSE,3796318,2025-08-18~2025-08-24,81,辣媽辣妹2,Freakier Friday,美國,普遍級,2025/8/18,台灣華特迪士尼股份有限公司,,妮莎嘉娜卓,潔美李寇蒂斯; 茱利亞芭特絲; 查德麥可莫瑞; 索菲亞漢門斯; 琳賽蘿涵,31547_辣媽辣妹2.csv,2025/11/3 11:04
31570,無名指,1,FALSE,2025/9/19,2025/9/15,2025/9/15,2025/10/26,42,6,5,899357,3740,240.47,上映中,0,0,0,0,,179871.4,748,29.8,0.025,-0.748,-0.539,0.059,穩定,注意,1046015.47,C,-0.187,4.59,1.8972623953289303,0.9041666666666667,0,2,FALSE,420162,2025-09-15~2025-09-21,60,無名指,My First of May,香港,普遍級,2025/9/19,華映國際文創股份有限公司,,孔令政,許恩怡; 郭富城; 梁詠琪; 譚耀文; 鮑起靜,31570_無名指.csv,2025/11/3 11:04
31596,厲陰宅：最終聖事,1,FALSE,2025/9/3,2025/9/1,2025/9/1,2025/11/2,63,9,9,61420707,208886,294.04,上映中,0,0,0,0,,6824523,23209.56,63.67,-0.469,-0.323,-0.443,-0.858,衰退,需行動,2439313.4121276597,A,-0.944,9.68,1.2226726843798383,0.7655000000000001,8,2,FALSE,21578472,2025-09-01~2025-09-07,92,厲陰宅：最終聖事,The Conjuring：Last Rites,美國,輔15級,2025/9/3,美商華納兄弟（遠東）股份有限公司台灣分公司,,麥可查維斯,薇拉法蜜嘉; 派翠克威爾森,31596_厲陰宅：最終聖事.csv,2025/11/3 11:04
31650,親愛的家人,1,FALSE,2025/9/5,2025/9/1,2025/9/1,2025/9/21,21,3,3,223574,952,234.85,下檔,0,0,0,0,,74524.67,317.33,34.67,-0.427,-0.7,-0.84,-0.981,衰退,正常,4661519.714814815,D,-0.987,0,0.7943466689216973,0.7865,2,2,FALSE,130522,2025-09-01~2025-09-07,49,親愛的家人,DEAR FAMILY,日本,普遍級,2025/9/5,車庫娛樂股份有限公司,,月川翔,大泉洋; 菅野美穗; 福本莉子,31650_親愛的家人.csv,2025/11/3 11:04
31651,永遠在一起,1,FALSE,2025/9/26,2025/9/22,2025/9/22,2025/11/2,42,6,6,2399243,9175,261.5,上映中,0,0,0,0,,399873.83,1529.17,31,-0.525,-0.57,-0.689,-0.964,衰退,需行動,2439313.4121276597,C,-0.989,9.96,0.9243073208012738,0.7375,4,2,FALSE,994676,2025-09-29~2025-10-05,61,永遠在一起,TOGETHER,美國,輔15級,2025/9/26,采昌國際多媒體股份有限公司,,麥可山克斯,戴夫法蘭科; 愛莉森布里,31651_永遠在一起.csv,2025/11/3 11:04
31654,電影版小林家的龍女僕：害怕寂寞的龍,1,FALSE,2025/9/9,2025/9/8,2025/9/8,2025/11/2,56,8,8,7381903,26624,277.26,上映中,0,0,0,0,,922737.88,3328,34.38,-0.495,-0.374,-0.4,-0.866,衰退,需行動,4661519.714814815,B,-0.942,9.69,1.109598411554791,0.7525,7,2,FALSE,2985943,2025-09-08~2025-09-14,67,電影版小林家的龍女僕：害怕寂寞的龍,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,日本,保護級,2025/9/9,采昌國際多媒體股份有限公司,,石原立也,高橋未奈美; 長繩麻理亞; 高田憂希; 高橋未奈美; 桑原由氣; 田村睦心; 高田憂希,31654_電影版小林家的龍女僕：害怕寂寞的龍.csv,2025/11/3 11:04
31662,淒厲人師,1,FALSE,2025/9/26,2025/9/22,2025/9/22,2025/10/19,28,4,4,181629,737,246.44,下檔,0,0,0,0,,45407.25,184.25,9.25,-0.431,-0.667,-0.722,-0.535,衰退,需行動,134796.16666666666,D,-0.983,9.78,0.915770172,0.7845,3,2,FALSE,99931,2025-09-22~2025-09-28,17,淒厲人師,The Tutor,泰國,輔12級,2025/9/26,原創娛樂股份有限公司,,布蘭戴德斯德,芽芽茵; 索蘭拉姆阿內拉普; 尼措空卡瓊伯利叻; 鄭子忠; 因托楚克倥拉瑪蘇皖,31662_淒厲人師.csv,2025/11/3 11:04
31668,突破_三千米的泳氣,1,FALSE,2025/10/3,2025/9/29,2025/9/29,2025/11/2,35,5,5,5820658,24118,241.34,上映中,0,0,0,0,,1164131.6,4823.6,43.4,0.031,-0.649,-0.557,-0.649,衰退,需行動,3483269.161,B,-0.836,8.56,1.7362149256819852,0.9844999999999999,4,2,FALSE,2325489,2025-09-29~2025-10-05,58,突破:三千米的泳氣,Second Life,中華民國,保護級,2025/10/3,春暉映像有限公司,,,,31668_突破_三千米的泳氣.csv,2025/11/3 11:04
31670,搖籃凡世,1,FALSE,2025/9/19,2025/9/15,2025/9/15,2025/10/12,28,4,4,105506,453,232.91,下檔,0,0,0,0,,26376.5,113.25,9,-0.375,-0.778,-0.599,-0.98,衰退,需行動,26376.5,E,-0.981,9.85,1.0058986952713127,0.8125,3,2,FALSE,52061,2025-09-15~2025-09-21,15,搖籃凡世,Pavane for an Infant,馬來西亞,輔12級,2025/9/19,海鵬影業有限公司,,張吉安,許恩怡; 廖子妤,31670_搖籃凡世.csv,2025/11/3 11:04
