基礎欄位,,,,,,,,,,,,,,,多輪下的基礎指標,,,,,平均值  (上映與否皆可看),,,,即時指標,,,上映中電影專屬(上映中才有意義),,,,,,回顧指標   (該輪結束再看才準),,,,,巔峰值,,,電影資訊,,,,,,,,,,
gov_id,title_zh,release_round,is_re_release,official_release_date_x,release_initial_date,release_start,release_end,release_days,total_weeks,active_weeks,total_amount,total_tickets,avg_ticket_price,status,previous_round_count,previous_total_amount,re_release_gap_days,previous_avg_amount,,avg_amount_per_week,avg_tickets_per_week,avg_theater_count,decline_rate_mean,second_week_amount_growth_rate,momentum_3w,decline_rate_last,momentum_status,promotion_level,same_class_amount_last_week,market_heat_level,momentum_score,promotion_urgency_score,long_tail_strength,retention_index,early_decline_weeks,long_tail_weeks,is_long_tail,peak_amount,peak_amount_week,peak_theater_count,gov_title_zh,gov_title_en,region,movie_class,official_release_date_y,publisher,film_length,director,actor_list,source_file,update_at
24086,Fishmans,1,FALSE,2023/4/21,2023/4/17,2023/4/17,2023/6/4,49,7,7,398633,1651,241.45,下檔,0,0,0,0,,56947.57,235.86,4.86,-0.236,-0.276,-0.538,0.042,衰退,需行動,4661519.714814815,D,-0.802,7.62,1.5886933378433945,0.882,0,2,FALSE,177625,2023-04-24~2023-04-30,8,Fishmans,The Fishmans Movie,日本,普遍級,2023/4/21,造次文化有限公司,,,,24086_Fishmans.csv,2025/11/3 11:04
25044,之前的我們,2,TRUE,2023/7/28,2023/7/24,2024/12/30,2025/2/23,56,8,7,4440,17,261.18,下檔,1,8309019,442,692418.25,,634.29,2.43,1.14,0.521,-0.304,-0.119,0,成長中,正常,2439313.4121276597,E,2.156,0,1.052470572544049,0.677,1,2,FALSE,1600,2025-02-03~2025-02-09,2,之前的我們,PAST LIVES,美國,普遍級,2023/7/28,車庫娛樂股份有限公司,,席琳宋,劉台午; 約翰馬加羅; 葛麗塔李,25044_之前的我們.csv,2025/11/3 11:04
25045,鬼手鬼手 請開口,4,TRUE,2023/8/11,2023/8/7,2025/9/15,2025/10/12,28,4,3,44381,158,280.89,下檔,3,7157278,50,299959.36,,14793.67,52.67,1,-0.025,-0.136,-0.106,-0.076,衰退,正常,153621.79833333334,E,-0.202,0,1.5692019646232478,0.8625,2,3,FALSE,16671,2025-09-15~2025-09-21,1,鬼手鬼手 請開口,Talk to Me,英國,輔15級,2023/8/11,薩摩亞商雄讚股份有限公司台灣分公司,,麥可菲利浦; 丹尼菲利普,蘇菲魏爾德; 柔伊泰拉克斯; 喬伯德; 克里斯阿洛西奧,25045_鬼手鬼手 請開口.csv,2025/11/3 11:04
26305,夢行者保羅,2,TRUE,2023/12/4,2023/12/4,2025/9/15,2025/10/19,35,5,3,41074,153,268.46,下檔,1,2743366,603,391909.43,,13691.33,51,1,0,0.766,0.241,0,成長中,正常,2439313.4121276597,E,0.264,0,1.791759469228055,0.8,1,3,FALSE,18000,2025-09-29~2025-10-05,1,夢行者保羅,DREAM SCENARIO,美國,輔12級,2023/12/4,車庫娛樂股份有限公司,,克里斯多佛博格利,麥可塞拉; 狄倫貝克; 尼可拉斯凱吉; 茱莉安娜妮克遜,26305_夢行者保羅.csv,2025/11/3 11:04
26439,鬼才之道,1,FALSE,2024/8/7,2024/8/5,2024/8/5,2025/3/9,217,31,29,61115916,234016,261.16,下檔,0,0,0,0,,2107445.38,8069.52,34.17,0.174,-0.319,-0.264,-0.747,衰退,需行動,3483269.161,A,-0.753,8.57,2.8626978557125744,0.880741935,5,4,TRUE,14935288,2024-08-05~2024-08-11,99,鬼才之道,Dead Talents Society,中華民國,輔12級,2024/8/7,牽猴子股份有限公司,,徐漢強,百白; 陳柏霖; 張榕容; 王淨; 曾威豪; 姚以緹,26439_鬼才之道.csv,2025/11/3 11:04
26514,紅豬,2,TRUE,2024/1/1,2024/10/14,2025/9/1,2025/10/19,49,7,7,11458379,42785,267.81,下檔,1,57760,302,19253.33,,1636911.29,6112.14,55.57,-0.575,-0.427,-0.558,-0.882,衰退,需行動,4661519.714814815,B,-0.962,9.81,0.8837626552139303,0.7125,6,2,FALSE,6081169,2025-09-01~2025-09-07,88,紅豬,Porco Rosso,日本,普遍級,2024/1/1,香港商甲上娛樂有限公司台灣分公司,,宮崎駿,岡村明美; 上條恆彥; 桂三枝; 森山周一郎; 加藤登紀子,26514_紅豬.csv,2025/11/3 11:04
26625,貓王與我,2,TRUE,2024/1/26,2024/1/22,2025/9/22,2025/10/12,21,3,2,25650,92,278.8,下檔,1,630041,568,105006.83,,12825,46,1,0,-0.346,0,0,穩定,正常,2439313.4121276597,E,0,0,1.3862943611198906,0.8333333333333333,1,2,FALSE,15510,2025-09-22~2025-09-28,1,貓王與我,PRISCILLA,美國,保護級,2024/1/26,車庫娛樂股份有限公司,,蘇菲亞柯波拉,卡莉史派妮; 雅各艾洛迪,26625_貓王與我.csv,2025/11/3 11:04
26779,夢想集中營,2,TRUE,2024/2/23,2024/2/19,2025/9/22,2025/10/12,21,3,2,115875,414,279.89,下檔,1,3187111,512,318711.1,,57937.5,207,1,0,-0.495,0,0,穩定,正常,153621.79833333334,E,0,0,1.3862943611198906,0.8333333333333333,1,2,FALSE,76975,2025-09-22~2025-09-28,1,夢想集中營,THE ZONE OF INTEREST,英國,保護級,2024/2/23,車庫娛樂股份有限公司,,強納森葛雷瑟,桑德拉惠勒; 克里斯欽佛里德,26779_夢想集中營.csv,2025/11/3 11:04
27106,河鰻,1,FALSE,2025/10/3,2025/9/29,2025/9/29,2025/11/2,35,5,5,739058,2713,272.41,上映中,0,0,0,0,,147811.6,542.6,9.2,0.083,-0.819,-0.671,-0.437,衰退,需行動,3483269.161,D,-0.969,9.61,1.6430434332821264,0.9585,4,1,FALSE,418336,2025-09-29~2025-10-05,14,河鰻,EEL,中華民國,輔15級,2025/10/3,底噪影像有限公司,,朱駿騰,柯泯薰; 潘綱大,27106_河鰻.csv,2025/11/3 11:04
27343,帝國浩劫：美國內戰,2,TRUE,2024/4/29,2024/4/29,2025/9/15,2025/10/19,35,5,3,38762,139,278.86,下檔,1,22573750,435,2257375,,12920.67,46.33,1,0,0.181,0.09,0,穩定,正常,2439313.4121276597,E,0.182,0,1.791759469228055,0.8,0,3,FALSE,13620,2025-10-13~2025-10-19,1,帝國浩劫：美國內戰,CIVIL WAR,美國,輔15級,2024/4/29,車庫娛樂股份有限公司,,艾力克斯嘉蘭,華格納莫拉; 卡莉史派妮; 尼克奧佛曼; 克絲汀鄧斯特; 史蒂芬亨德森,27343_帝國浩劫：美國內戰.csv,2025/11/3 11:04
27899,96分鐘,1,FALSE,2025/9/5,2025/9/1,2025/9/1,2025/11/2,63,9,9,196353314,708850,277,上映中,0,0,0,0,,21817034.89,78761.11,92.56,2.067,0,-0.046,-0.826,衰退,需行動,3483269.161,A,-0.848,8.79,-2.456858294,-0.0335,6,5,FALSE,39730790,2025-09-15~2025-09-21,94,96分鐘,96 MINUTES,中華民國,輔12級,2025/9/5,華影國際影藝有限公司,,洪子烜,林柏宏; 王柏傑; 宋芸樺; 李李仁,27899_96分鐘.csv,2025/11/3 11:04
29081,粗獷派建築師,2,TRUE,2025/2/27,2025/2/24,2025/9/29,2025/10/19,21,3,3,110178,366,301.03,下檔,1,6340754,120,487750.31,,36726,122,1,0.165,0.053,0.248,0.442,成長中,正常,2439313.4121276597,E,0.518,0,1.1575557915351087,0.9175,0,3,FALSE,46838,2025-10-13~2025-10-19,1,粗獷派建築師,THE BRUTALIST,美國,輔12級,2025/2/27,美商美國環球影片股份有限公司台灣分公司,,布拉迪科貝特,費莉絲蒂瓊斯; 喬歐文; 史黛西馬汀; 亞歷桑德羅尼沃拉; 安卓亞布洛迪; 拉菲卡西迪; 蓋皮爾斯,29081_粗獷派建築師.csv,2025/11/3 11:04
29111,台灣超人,2,TRUE,2024/12/6,2024/12/2,2025/8/11,2025/9/28,49,7,6,370440,1628,227.54,下檔,1,27387382,15,829920.67,,61740,271.33,2.33,0.518,0.477,-0.125,-0.219,成長中,正常,3483269.161,D,2.027,1.49,1.0022908230896808,0.6695714285714285,1,5,FALSE,93080,2025-08-18~2025-08-24,5,台灣超人,Taiwan Unsung Hero,中華民國,普遍級,2024/12/6,牽猴子股份有限公司,,曲全立,,29111_台灣超人.csv,2025/11/3 11:04
29378,我家的事,1,FALSE,2025/9/12,2025/9/8,2025/9/8,2025/11/2,56,8,8,9928017,38331,259.01,上映中,0,0,0,0,,1241002.12,4791.38,43.38,1.556,-0.471,-0.418,-0.772,衰退,需行動,3483269.161,B,-0.93,9.39,-1.221656865,0.22199999999999998,6,2,FALSE,3264678,2025-09-15~2025-09-21,66,我家的事,Family Matters,中華民國,保護級,2025/9/12,酷映有影工作室有限公司,,潘客印,曾敬驊; 高伊玲; 藍葦華; 黃珮琪,29378_我家的事.csv,2025/11/3 11:04
29380,失明,1,FALSE,2025/9/19,2025/9/15,2025/9/15,2025/11/2,49,7,7,2419129,9391,257.6,上映中,0,0,0,0,,345589.86,1341.57,31,-0.072,-0.72,-0.71,-0.464,衰退,需行動,3483269.161,C,-0.913,9.61,1.9297217506788877,0.964,6,2,FALSE,1220588,2025-09-15~2025-09-21,71,失明,Blind Love,中華民國,輔15級,2025/9/19,周子娛樂有限公司,,周美豫,王渝萱; 李銘忠; 吳可熙; 林依晨; 劉敬; 李沐,29380_失明.csv,2025/11/3 11:04
29513,異教詭屋,2,TRUE,2024/11/29,2024/11/25,2025/9/15,2025/10/19,35,5,3,45506,160,284.41,下檔,1,3976777,239,497097.12,,15168.67,53.33,1,0,-0.061,0.083,0,穩定,正常,2439313.4121276597,E,0.152,0,1.791759469228055,0.8,0,3,FALSE,16960,2025-10-13~2025-10-19,1,異教詭屋,HERETIC,美國,輔15級,2024/11/29,車庫娛樂股份有限公司,,布萊恩伍茲; 史考特貝克,休葛蘭; 蘇菲柴契爾; 克洛伊伊絲特,29513_異教詭屋.csv,2025/11/3 11:04
29611,交換禮物,1,FALSE,2024/12/25,2024/12/23,2024/12/23,2025/10/26,308,44,40,8472157,34406,246.24,上映中,0,0,0,0,,211803.92,860.15,9.62,0.161,-0.153,-0.248,0,成長中,正常,3483269.161,B,1.531,0,3.193789828917298,0.8740454545454546,1,3,TRUE,1470683,2024-12-30~2025-01-05,55,交換禮物,DEAR  BLACK SHEEP,中華民國,普遍級,2024/12/25,台北双喜電影發行股份有限公司,,林明謙,曾寶儀,29611_交換禮物.csv,2025/11/3 11:04
29653,劇場版「進擊的巨人」完結篇THE LAST ATTACK,2,TRUE,2025/1/3,2024/12/30,2025/6/23,2025/7/13,21,3,2,15790,70,225.57,下檔,1,144173767,36,7208688.35,,7895,35,1,0,-0.24,0,0,穩定,正常,4661519.714814815,E,0,0,1.3862943611198906,0.8333333333333333,1,2,FALSE,8970,2025-06-23~2025-06-29,1,劇場版「進擊的巨人」完結篇THE LAST ATTACK,Attack on Titan: THE LAST ATTACK,日本,輔12級,2025/1/3,木棉花國際股份有限公司,,,,29653_劇場版「進擊的巨人」完結篇THE LAST ATTACK.csv,2025/11/3 11:04
29831,乖女孩,2,TRUE,2025/1/17,2025/1/13,2025/9/22,2025/10/19,28,4,3,52527,189,277.92,下檔,1,5232729,190,581414.33,,17509,63,1,-0.117,-0.351,0.118,0,穩定,正常,2439313.4121276597,E,0.03,0,1.4211336766793106,0.8165,0,3,FALSE,20190,2025-10-13~2025-10-19,1,乖女孩,BABY GIRL,美國,限制級,2025/1/17,車庫娛樂股份有限公司,,哈琳娜瑞金,蘇菲魏爾德; 安東尼奧班德拉斯; 哈里斯迪金森; 妮可基嫚,29831_乖女孩.csv,2025/11/3 11:04
29882,進行曲,1,FALSE,2025/8/29,2025/8/25,2025/8/25,2025/11/2,70,10,10,9878157,38900,253.94,上映中,0,0,0,0,,987815.7,3890,37,0.012,-0.602,-0.409,-0.859,衰退,需行動,3483269.161,B,-0.904,8.73,2.3691205295247904,0.994,2,3,FALSE,2629324,2025-08-25~2025-08-31,81,進行曲,Marching Boys,中華民國,普遍級,2025/8/29,華映國際文創股份有限公司,,姜瑞智,余杰恩; 劉育仁; 黃迪揚; 馬志翔; 李李仁; 牧森,29882_進行曲.csv,2025/11/3 11:04
30021,辛辛監獄劇團,2,TRUE,2025/2/21,2025/2/17,2025/9/15,2025/10/19,35,5,3,62087,230,269.94,下檔,1,293131,183,73282.75,,20695.67,76.67,1,0,-0.423,-0.154,0,衰退,正常,2439313.4121276597,E,-0.357,0,1.791759469228055,0.8,0,3,FALSE,27960,2025-09-15~2025-09-21,1,辛辛監獄劇團,Sing Sing,美國,保護級,2025/2/21,薩摩亞商雄讚股份有限公司台灣分公司,,格雷格克韋達,克拉倫斯麥克林; 科爾曼多明哥; 西恩聖荷西,30021_辛辛監獄劇團.csv,2025/11/3 11:04
30062,鬼吹簫,1,FALSE,2025/10/9,2025/10/6,2025/10/6,2025/11/2,28,4,4,401685,1588,252.95,上映中,0,0,0,0,,100421.25,397,27.75,-0.554,-0.722,-0.808,-0.77,衰退,需行動,2439313.4121276597,D,-0.984,9.85,0.7178093089456087,0.723,3,1,FALSE,263012,2025-10-06~2025-10-12,52,鬼吹簫,THE PIPER,美國,輔12級,2025/10/9,車庫娛樂股份有限公司,,埃林格爾托羅森,朱利安山德斯; 夏綠蒂霍普,30062_鬼吹簫.csv,2025/11/3 11:04
30155,QUEER,1,FALSE,2025/3/21,2025/3/17,2025/3/17,2025/5/11,56,8,8,1795973,7128,251.96,下檔,0,0,0,0,,224496.62,891,13,0.123,-0.495,-0.59,-0.086,衰退,注意,2439313.4121276597,C,-0.464,4.77,1.9269659543238646,0.9385,6,2,FALSE,715372,2025-03-24~2025-03-30,28,QUEER,QUEER,美國,限制級,2025/3/21,采昌國際多媒體股份有限公司,,盧卡格達戈尼諾,德魯史塔基; 丹尼爾克雷格; 蕾絲莉蔓薇爾,30155_QUEER.csv,2025/11/3 11:04
30366,取精急轉彎,1,FALSE,2025/4/25,2025/4/21,2025/4/21,2025/6/22,63,9,9,14073573,51991,270.69,下檔,0,0,0,0,,1563730.33,5776.78,28.33,-0.58,-0.708,-0.611,-0.76,衰退,需行動,794486.165,A,-0.973,9.85,0.9670857390574994,0.71,8,2,FALSE,6642009,2025-04-21~2025-04-27,53,取精急轉彎,Spermageddon,挪威,輔15級,2025/4/25,原創娛樂股份有限公司,,雷斯穆斯a席維特森; 湯姆維爾科拉,克里斯蒂安弗雷德里克米克爾森; 雅斯肯尼; 娜絲琳庫斯拉維,30366_取精急轉彎.csv,2025/11/3 11:04
30436,泣聲驚魂,1,FALSE,2025/5/9,2025/5/5,2025/5/5,2025/5/25,21,3,3,80162,315,254.48,下檔,0,0,0,0,,26720.67,105,11,-0.429,-0.709,-0.837,-0.966,衰退,正常,27571.17,E,-0.977,0,0.7915740801994574,0.7855,2,2,FALSE,47101,2025-05-05~2025-05-11,15,泣聲驚魂,The Wailing,西班牙,輔15級,2025/5/9,原創娛樂股份有限公司,,佩德羅馬丁卡萊羅,瑪萊娜比利亞; 伊絲特伊克斯波席多; 瑪蒂爾德奧利維,30436_泣聲驚魂.csv,2025/11/3 11:04
30497,沈睡的水下巨人,1,FALSE,2025/4/25,2025/4/21,2025/4/21,2025/7/6,77,11,11,2697918,10849,248.68,下檔,0,0,0,0,,245265.27,986.27,12.27,5.348,-0.354,-0.466,-0.416,成長中,注意,3483269.161,C,24.091,5.86,-10.80437411,-1.674,1,2,TRUE,1034306,2025-04-28~2025-05-04,30,沈睡的水下巨人,SHIPWRECKS TAIWAN,中華民國,普遍級,2025/4/25,牽猴子股份有限公司,,李景白; 李景白; 李景白,,30497_沈睡的水下巨人.csv,2025/11/3 11:04
30530,守護我們的星球,1,FALSE,2025/5/23,2025/5/19,2025/5/19,2025/10/26,161,23,22,7907943,31912,247.8,上映中,0,0,0,0,,359451.95,1450.55,12.55,0.812,-0.653,-0.245,-0.831,成長中,注意,3483269.161,B,2.023,5.33,0.5974741201054137,0.5722608695652174,1,8,TRUE,923159,2025-05-19~2025-05-25,41,守護我們的星球,Guardians of our planet,中華民國,普遍級,2025/5/23,牽猴子股份有限公司,,舒夢蘭,,30530_守護我們的星球.csv,2025/11/3 11:04
30560,長椅小情歌,1,FALSE,2025/7/18,2025/7/14,2025/7/14,2025/10/26,105,15,15,2165856,8678,249.58,上映中,0,0,0,0,,144390.4,578.53,7.07,-0.163,-0.479,-0.336,-0.514,衰退,需行動,4661519.714814815,C,-0.835,7.25,2.3206567605146966,0.9185,2,4,TRUE,504818,2025-07-21~2025-07-27,23,長椅小情歌,AT THE BENCH,日本,普遍級,2025/7/18,光年映畫有限公司,,奧山由之,廣瀨鈴; 草彅剛; 吉岡里帆; 仲野太賀; 神木隆之介,30560_長椅小情歌.csv,2025/11/3 11:04
30636,怪譚搜索,1,FALSE,2025/6/6,2025/6/2,2025/6/2,2025/7/6,35,5,5,155607,600,259.35,下檔,0,0,0,0,,31121.4,120,9.8,-0.451,-0.681,-0.704,-0.569,衰退,需行動,2439313.4121276597,D,-0.775,9.71,0.983675949,0.7745,4,2,FALSE,86273,2025-06-02~2025-06-08,22,怪譚搜索,BLOAT,美國,輔12級,2025/6/6,原創娛樂股份有限公司,,帕普蘿艾森圖,班傑明麥肯錫; 索耶瓊斯; 寶珍娜諾娃柯維克; 小杉健,30636_怪譚搜索.csv,2025/11/3 11:04
30655,ATEEZ WORLD TOUR [TOWARDS THE LIGHT：WILL TO POWER] IN CINEMAS,1,FALSE,2025/5/9,2025/5/5,2025/5/5,2025/6/22,49,7,7,7470120,12561,594.71,下檔,0,0,0,0,,1067160,1794.43,17.71,-0.479,-0.617,-0.598,-0.842,衰退,需行動,1374924.815,B,-0.912,9.57,1.0833890432151945,0.7605,6,2,FALSE,3037450,2025-05-05~2025-05-11,31,ATEEZ WORLD TOUR [TOWARDS THE LIGHT：WILL TO POWER] IN CINEMAS,ATEEZ WORLD TOUR [TOWARDS THE LIGHT：WILL TO POWER] IN CINEMAS,韓國,普遍級,2025/5/9,采昌國際多媒體股份有限公司,,,,30655_ATEEZ WORLD TOUR [TOWARDS THE LIGHT：WILL TO POWER] IN CINEMAS.csv,2025/11/3 11:04
30676,我們意外的勇氣,1,FALSE,2025/10/2,2025/9/29,2025/9/29,2025/11/2,35,5,4,3249101,12331,263.49,上映中,0,0,0,0,,812275.25,3082.75,40,4.181,0.846,5.857,-0.584,成長中,正常,3483269.161,B,6.622,0,-5.699586872,-1.1905,1,1,FALSE,2183741,2025-10-20~2025-10-26,79,我們意外的勇氣,Unexpected Courage,中華民國,普遍級,2025/10/2,華文創股份有限公司,,,,30676_我們意外的勇氣.csv,2025/11/3 11:04
30699,此刻的我們,2,TRUE,2025/5/16,2025/5/12,2025/9/22,2025/10/12,21,3,3,17400,232,75,下檔,1,399573,99,79914.6,,5800,77.33,1,-0.182,0.129,-0.274,-0.676,衰退,正常,2439313.4121276597,E,-0.634,0,1.1339887873960706,0.909,1,2,FALSE,7875,2025-09-29~2025-10-05,1,此刻的我們,We Live In Time,美國,輔12級,2025/5/16,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,,約翰克勞利,安德魯加菲爾德; 佛蘿倫絲普伊,30699_此刻的我們.csv,2025/11/3 11:04
30704,造山者－世紀的賭注,1,FALSE,2025/6/13,2025/6/9,2025/6/9,2025/11/2,147,21,21,32014228,128323,249.48,上映中,0,0,0,0,,1524487.05,6110.62,27.43,-0.012,-0.438,-0.221,0.173,衰退,正常,3483269.161,A,-0.297,0.7,3.0539499439180164,0.994,0,7,TRUE,3858264,2025-06-23~2025-06-29,59,造山者－世紀的賭注,A Chip Odyssey,中華民國,普遍級,2025/6/13,視納華仁文化傳播股份有限公司,,蕭菊貞,,30704_造山者－世紀的賭注.csv,2025/11/3 11:04
