gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list,source_file
31809,疾速營救,Stolen Girl,美國,輔12級,2025-09-26,英屬維京群島商高捷全球開發有限公司 台灣分公司,,詹姆斯肯特,史考特伊斯威特; 凱特貝琴薩,31809_疾速營救.csv
31810,十年,TEN YEARS,香港,輔12級,2025-10-10,佳映娛樂國際股份有限公司,,,,31810_十年.csv
31835,沒好婚姻,The Roses,美國,輔15級,2025-09-26,台灣華特迪士尼股份有限公司,,傑洛奇,安迪山伯格; 愛莉森珍妮; 班尼迪克康柏拜區; 凱特麥金儂; 蘇尼塔馬尼; 奧莉薇雅柯爾曼,31835_沒好婚姻.csv
31836,8號出口,Exit 8,日本,保護級,2025-09-19,壹壹喜喜電影股份有限公司,,川村元氣,二宮和也; 小松菜奈,31836_8號出口.csv
31842,蓋比的娃娃屋大電影,GABBY'S DOLLHOUSE: THE MOVIE,美國,普遍級,2025-10-03,美商美國環球影片股份有限公司台灣分公司,,萊恩克雷戈,瑪吉洛; 茱莉葉多南費爾德; 多諾萬巴頓; 克莉絲汀薇格; 艾德華度法蘭科; 萊拉洛克哈特克雷納,31842_蓋比的娃娃屋大電影.csv
31863,他年她日,MEASURE IN LOVE,香港,保護級,2025-09-29,香港商甲上娛樂有限公司台灣分公司,,龔兆平,陳澤耀; 許光漢; 袁澧林,31863_他年她日.csv
31900,一百公尺。,100 METERS,日本,普遍級,2025-10-03,車庫娛樂股份有限公司,,岩井澤健治,松坂桃李; 染谷將太,31900_一百公尺。.csv
31904,陰陽眼見子,THE GIRL WHO SEES,日本,保護級,2025-09-30,天馬行空數位有限公司,,中村義洋,久間田琳加; 奈葉; 原菜乃華,31904_陰陽眼見子.csv
31988,銀簪子,Grandma's Hairpin,中華民國,普遍級,2025-10-02,牽猴子股份有限公司,,蕭菊貞,,31988_銀簪子.csv
32086,有用的鬼,A Useful Ghost,泰國,限制級,2025-10-12,傳影互動股份有限公司,,,,32086_有用的鬼.csv
32087,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),Bebefinn Sing-Along Movie: Into the Pinkfong World,韓國,普遍級,2025-10-04,香港商甲上娛樂有限公司台灣分公司,,,,32087_碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版).csv
32098,藤本樹17-26：PART 1,Tatsuki Fujimoto 17‐21,日本,輔12級,2025-10-13,采昌國際多媒體股份有限公司,,,,32098_藤本樹17-26：PART 1.csv
32099,創：戰神,Tron: Ares,美國,保護級,2025-10-08,台灣華特迪士尼股份有限公司,,喬奇姆羅寧,吉蓮安德森; 傑瑞德雷托; 伊凡彼得斯; 茱蒂透納史密斯; 葛麗塔李; 傑夫布里吉,32099_創：戰神.csv
32103,狼來了,COYOTES,美國,輔15級,2025-10-09,車庫娛樂股份有限公司,,科林米尼漢,賈斯汀隆; 凱特柏絲沃,32103_狼來了.csv
32111,徵人啟弒,NO Other Choice,韓國,輔15級,2025-10-09,英屬維京群島商高捷全球開發有限公司 台灣分公司,,朴贊郁,車勝元; 李星民; 朴喜洵; 孫藝真; 廉惠蘭; 李炳憲,32111_徵人啟弒.csv
32112,風林火山,Sons of the Neon Night,香港,限制級,2025-10-09,壹壹喜喜電影股份有限公司,,麥浚龍,梁家輝; 劉青雲; 高圓圓; 古天樂; 金城武,32112_風林火山.csv
32114,藤本樹17-26：PART 2,Tatsuki Fujimoto 22-26,日本,輔12級,2025-10-13,采昌國際多媒體股份有限公司,,,,32114_藤本樹17-26：PART 2.csv
32116,銀魂劇場版 2D 真選組動亂篇,GINTAMA ON THEATER 2D Shinsen-Gumi Doukan Arc,日本,保護級,2025-10-09,薩摩亞商羚邦(亞洲)有限公司台灣分公司,,,,32116_銀魂劇場版 2D 真選組動亂篇.csv
8873,橫山家之味,STILL WALKING,日本,普遍級,2018-06-08,傳影互動股份有限公司,,是枝裕和,阿部寬; 夏川結衣; 樹木希林; 寺島進,8873_橫山家之味.csv
8878,無人知曉的夏日清晨,NOBODY KNOWS,日本,輔12級,2018-06-08,傳影互動股份有限公司,,是枝裕和,柳樂優彌; 木村飛影; 北浦愛; 清水萌萌子; 韓英惠; YOU,8878_無人知曉的夏日清晨.csv
9161,宿怨,HEREDITARY,美國,輔15級,2018-06-13,傳影互動股份有限公司,,亞瑞阿斯特,東妮克莉蒂; 蓋布瑞拜恩; 艾力克斯沃爾夫; 米莉夏皮羅; 安道得; Mallory Bechtel; Zachary Arthur; Mark Blockovich; Jake Brown; Gabriel Monroe Eckert; John Forker; Gerry Garcia; Austin R. Grant; Rachelle Hardy; Brock McKinney,9161_宿怨.csv
