gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list,source_file
26779,夢想集中營,THE ZONE OF INTEREST,英國,保護級,2024-02-23,車庫娛樂股份有限公司,104,強納森葛雷瑟,桑德拉惠勒; 克里斯欽佛里德,26779_夢想集中營.csv
27103,獵人兄弟,Hunter Brothers,中華民國,普遍級,2025-03-21,小花電影有限公司,109,蘇弘恩,馬志翔; 徐詣帆; 林慶台,27103_獵人兄弟.csv
27105,搜查瑠公圳,Where the River Flows,中華民國,輔15級,2025-05-22,伯樂影業股份有限公司,109,賴俊羽,朱柏康; 張世; 梁修身; 姚淳耀; 吳卓源; 朱軒洋; 李雪,27105_搜查瑠公圳.csv
27106,河鰻,EEL,中華民國,輔15級,2025-10-03,底噪影像有限公司,102,朱駿騰,柯泯薰; 潘綱大,27106_河鰻.csv
27343,帝國浩劫：美國內戰,CIVIL WAR,美國,輔15級,2024-04-29,車庫娛樂股份有限公司,108,艾力克斯嘉蘭,華格納莫拉; 卡莉史派妮; 尼克奧佛曼; 克絲汀鄧斯特; 史蒂芬亨德森,27343_帝國浩劫：美國內戰.csv
27386,人造天空,White Plastic Sky,匈牙利,輔12級,2025-08-29,前景娛樂有限公司,112,,,27386_人造天空.csv
27633,國有器官,State Organs,加拿大,保護級,2024-08-30,台灣新世紀影視股份有限公司,72,章勇進,,27633_國有器官.csv
27899,96分鐘,96 MINUTES,中華民國,輔12級,2025-09-05,華影國際影藝有限公司,118,洪子烜,林柏宏; 王柏傑; 宋芸樺; 李李仁,27899_96分鐘.csv
28611,傷痕-老兵的故事,Wounds: Veteran's Stories,中華民國,普遍級,2024-12-06,全國眷村文化保存聯盟,69,,,28611_傷痕-老兵的故事.csv
29081,粗獷派建築師,THE BRUTALIST,美國,輔12級,2025-02-27,美商美國環球影片股份有限公司台灣分公司,214,布拉迪科貝特,費莉絲蒂瓊斯; 喬歐文; 史黛西馬汀; 亞歷桑德羅尼沃拉; 安卓亞布洛迪; 拉菲卡西迪; 蓋皮爾斯,29081_粗獷派建築師.csv
29111,台灣超人,Taiwan Unsung Hero,中華民國,普遍級,2024-12-06,牽猴子股份有限公司,101,曲全立,,29111_台灣超人.csv
29246,燈塔水母的秘密,Mr.eternal jellyfish,中華民國,保護級,2025-03-28,群和國際文化事業有限公司,87,林樹橋,,29246_燈塔水母的秘密.csv
29378,我家的事,Family Matters,中華民國,保護級,2025-09-12,酷映有影工作室有限公司,98,潘客印,曾敬驊; 高伊玲; 藍葦華; 黃珮琪,29378_我家的事.csv
29380,失明,Blind Love,中華民國,輔15級,2025-09-19,周子娛樂有限公司,142,周美豫,王渝萱; 李銘忠; 吳可熙; 林依晨; 劉敬; 李沐,29380_失明.csv
29513,異教詭屋,HERETIC,美國,輔15級,2024-11-29,車庫娛樂股份有限公司,111,布萊恩伍茲; 史考特貝克,休葛蘭; 蘇菲柴契爾; 克洛伊伊絲特,29513_異教詭屋.csv
29611,交換禮物,DEAR  BLACK SHEEP,中華民國,普遍級,2024-12-25,台北双喜電影發行股份有限公司,113,林明謙,曾寶儀,29611_交換禮物.csv
29653,劇場版「進擊的巨人」完結篇THE LAST ATTACK,Attack on Titan: THE LAST ATTACK,日本,輔12級,2025-01-03,木棉花國際股份有限公司,144,,,29653_劇場版「進擊的巨人」完結篇THE LAST ATTACK.csv
29831,乖女孩,BABY GIRL,美國,限制級,2025-01-17,車庫娛樂股份有限公司,114,哈琳娜瑞金,蘇菲魏爾德; 安東尼奧班德拉斯; 哈里斯迪金森; 妮可基嫚,29831_乖女孩.csv
29882,進行曲,Marching Boys,中華民國,普遍級,2025-08-29,華映國際文創股份有限公司,117,姜瑞智,余杰恩; 劉育仁; 黃迪揚; 馬志翔; 李李仁; 牧森,29882_進行曲.csv
30008,看不見的國家,Invisible Nation,中華民國,輔12級,2025-06-13,燕翼企業有限公司,82,葛靜文,林昶佐; 蔡英文; 南西裴洛西,30008_看不見的國家.csv
