gov_id,gov_title_zh,gov_title_en,region,rating,official_release_date,publisher,film_length,director,actor_list,source_file
31364,凶器,WEAPONS,美國,限制級,2025-08-08,美商華納兄弟（遠東）股份有限公司台灣分公司,128,札克克瑞格,黃凱旋; 艾美麥蒂根; 朱莉亞嘉納; 喬許布洛林,31364_凶器.csv
31365,劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲,Demon Slayer：Kimetsu no Yaiba Infinity Castle,日本,輔12級,2025-08-06,木棉花國際股份有限公司,154,,,31365_劇場版「鬼滅之刃」無限城篇 第一章 猗窩座再襲.csv
31394,失控夜班,Late Shift,丹麥,保護級,2025-08-29,光年映畫有限公司,91,佩特拉比翁迪娜沃爾普,萊奧妮貝內施; 里德萬穆拉蒂,31394_失控夜班.csv
31402,天作之合,MATERIALISTS,美國,普遍級,2025-08-23,美商台灣索尼影業發行股份有限公司台灣分公司,116,席琳宋,克里斯伊凡; 達柯塔強生; 佩德羅帕斯卡,31402_天作之合.csv
31412,地嚇鐵,Ghost Train,韓國,輔12級,2025-08-01,英屬維京群島商高捷全球開發有限公司 台灣分公司,94,卓世雄,崔普閔; 全裴修; 朱賢英,31412_地嚇鐵.csv
31414,老爸歌單未完待續,Unforgettable,日本,普遍級,2025-08-08,采昌國際多媒體股份有限公司,93,小泉德宏,松坂桃李; 寺尾聰,31414_老爸歌單未完待續.csv
31432,Chao，我代表人類跟人魚結婚了,ChaO,日本,保護級,2025-08-13,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,90,,,31432_Chao，我代表人類跟人魚結婚了.csv
31434,從那天起，眼淚是美味的,Taste and Tears,日本,保護級,2025-08-22,捷傑有限公司,108,,,31434_從那天起，眼淚是美味的.csv
31435,我和我的殭屍女兒,MY DAUGHTER IS A ZOMBIE,韓國,輔12級,2025-08-01,車庫娛樂股份有限公司,113,畢鑑盛,曹汝貞; 尹敬浩; 崔惟理; 李姃垠; 曹政奭,31435_我和我的殭屍女兒.csv
31436,馴鹿大冒險：超越北極光,Niko - Beyond the Northern Lights,芬蘭,普遍級,2025-08-08,海鵬影業有限公司,85,約根列爾登; 卡里尤索南,達爾莫馬根尼斯; 馬修韋倫; 羅傑格雷格; 保羅泰來克; 艾琳米滕; 愛瑪詹金斯,31436_馴鹿大冒險：超越北極光.csv
31446,我的朝聖之路,"The Way, My Way",澳洲,普遍級,2025-08-03,海鵬影業有限公司,99,比爾班奈特,琵雅桑德波特; 克里斯海伍德; 珍妮佛克拉夫; 勞拉拉克希米,31446_我的朝聖之路.csv
31474,角頭－鬥陣欸,GATAO: Big Brothers,中華民國,限制級,2025-08-21,威視股份有限公司,123,姚宏易; 姜瑞智,高捷; 夏靖庭; 蔡振南; 太保; 龍天翔; 喜翔; 王識賢,31474_角頭－鬥陣欸.csv
31475,詭妾,GUNDIK,印尼,輔15級,2025-08-08,車庫娛樂股份有限公司,112,安吉烏巴拉,露娜馬雅; 馬克西姆布提爾; 阿古斯昆佐羅; 迪安西迪克; 阿里夫迪杜,31475_詭妾.csv
31476,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX,Movie:Utano☆Princesama TABOO NIGHT XXXX,日本,普遍級,2025-08-08,曼迪傳播股份有限公司,59,古田丈司,前野智昭; 蒼井翔太,31476_劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX.csv
31502,怪奇寶貝,SKETCH,美國,保護級,2025-09-05,車庫娛樂股份有限公司,92,賽斯沃利,妲西卡登; 凱隆考克斯; 比安卡貝爾; 托尼海爾; 庫勞倫斯,31502_怪奇寶貝.csv
31503,夜晚還年輕,Tangerine,美國,限制級,2025-08-15,好威映象有限公司,87,,,31503_夜晚還年輕.csv
31507,一兆$遊戲　劇場版,Trillion Game the Movie,日本,保護級,2025-08-15,天馬行空數位有限公司,117,,,31507_一兆$遊戲　劇場版.csv
31514,伊人製造,MAKE A GIRL,日本,普遍級,2025-08-29,提恩傳媒實業有限公司,92,安田現象,增田俊樹; 堀江瞬; 上田燿司; 種崎敦美; 花澤香菜; 雨宮天,31514_伊人製造.csv
31520,龍之心-靈界探訪記-,ドラゴン・ハート-霊界探訪記-,日本,輔12級,2025-08-30,台灣幸福科學出版有限公司,119,今掛勇,深見梨加; 廣瀨千夏; 淺野真澄,31520_龍之心-靈界探訪記-.csv
31523,樂來越愛你,La La Land,英國,普遍級,2025-09-12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,127,,,31523_樂來越愛你.csv
31524,追愛衝浪手,SILENT ROAR,英國,輔12級,2025-08-15,東昊影業有限公司,90,強尼巴林頓,艾拉莉莉海蘭; 路易斯麥卡尼,31524_追愛衝浪手.csv
31531,詭鄉,Eerie Hometown,中華民國,輔12級,2025-09-19,威視股份有限公司,93,馬新語,初孟軒; 雷嘉汭; 張翰 (ii); 王滿嬌,31531_詭鄉.csv
31532,SEISHUN INOSHISHI <Go Wild> ATARASHII GAKKO! THE MOVIE,SEISHUN INOSHISHI <Go Wild> ATARASHII GAKKO! THE MOVIE,日本,普遍級,2025-08-13,秀泰全球影城股份有限公司,119,,,31532_SEISHUN INOSHISHI _Go Wild_ ATARASHII GAKKO! THE MOVIE.csv
31541,熱烈,One and Only,中國大陸,普遍級,2025-09-26,恆星多媒體股份有限公司,123,大鵬,王一博; 黃渤,31541_熱烈.csv
31547,辣媽辣妹2,Freakier Friday,美國,普遍級,2025-08-18,台灣華特迪士尼股份有限公司,110,妮莎嘉娜卓,潔美李寇蒂斯; 茱利亞芭特絲; 查德麥可莫瑞; 索菲亞漢門斯; 琳賽蘿涵,31547_辣媽辣妹2.csv
31556,鬼 · 驅靈,DOMINION OF DARKNESS,印尼,輔15級,2025-08-15,車庫娛樂股份有限公司,95,,,31556_鬼 · 驅靈.csv
31559,脫線神探,THE NAKED GUN,美國,輔12級,2025-08-22,美商美國派拉蒙影片股份有限公司台灣分公司,85,艾基瓦薛佛,潘蜜拉安德森; 保羅沃爾特豪澤爾; 連恩尼遜,31559_脫線神探.csv
31560,近畿．禁忌,KINKI,日本,輔15級,2025-08-22,車庫娛樂股份有限公司,103,,,31560_近畿．禁忌.csv
31563,戰疫前線,Frontline,日本,普遍級,2025-08-23,天馬行空數位有限公司,129,關根光才,池松壯亮; 森七菜; 松坂桃李; 窪塚洋介; 小栗旬,31563_戰疫前線.csv
31564,塗鴉日記,Kakukaku Shikajika,日本,普遍級,2025-08-27,天馬行空數位有限公司,126,關和亮,大泉洋; 永野芽郁,31564_塗鴉日記.csv
31565,6DAYS,6DAYS,韓國,普遍級,2025-08-22,采昌國際多媒體股份有限公司,80,,,31565_6DAYS.csv
31570,無名指,My First of May,香港,普遍級,2025-09-19,華映國際文創股份有限公司,91,孔令政,許恩怡; 郭富城; 梁詠琪; 譚耀文; 鮑起靜,31570_無名指.csv
31596,厲陰宅：最終聖事,The Conjuring：Last Rites,美國,輔15級,2025-09-03,美商華納兄弟（遠東）股份有限公司台灣分公司,135,麥可查維斯,薇拉法蜜嘉; 派翠克威爾森,31596_厲陰宅：最終聖事.csv
31650,親愛的家人,DEAR FAMILY,日本,普遍級,2025-09-05,車庫娛樂股份有限公司,116,月川翔,大泉洋; 菅野美穗; 福本莉子,31650_親愛的家人.csv
31651,永遠在一起,TOGETHER,美國,輔15級,2025-09-26,采昌國際多媒體股份有限公司,101,麥可山克斯,戴夫法蘭科; 愛莉森布里,31651_永遠在一起.csv
31654,電影版小林家的龍女僕：害怕寂寞的龍,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,日本,保護級,2025-09-09,采昌國際多媒體股份有限公司,104,石原立也,高橋未奈美; 長繩麻理亞; 高田憂希; 高橋未奈美; 桑原由氣; 田村睦心; 高田憂希,31654_電影版小林家的龍女僕：害怕寂寞的龍.csv
31662,淒厲人師,The Tutor,泰國,輔12級,2025-09-26,原創娛樂股份有限公司,107,布蘭戴德斯德,芽芽茵; 索蘭拉姆阿內拉普; 尼措空卡瓊伯利叻; 鄭子忠; 因托楚克倥拉瑪蘇皖,31662_淒厲人師.csv
31668,突破:三千米的泳氣,Second Life,中華民國,保護級,2025-10-03,春暉映像有限公司,123,,,31668_突破_三千米的泳氣.csv
31669,鬼驅魔,Tharae：the Exorcist,泰國,輔15級,2025-08-29,英屬維京群島商高捷全球開發有限公司 台灣分公司,118,塔偉華温泰,吉拉宇唐思蘇克; 洪天逸,31669_鬼驅魔.csv
31670,搖籃凡世,Pavane for an Infant,馬來西亞,輔12級,2025-09-19,海鵬影業有限公司,116,張吉安,許恩怡; 廖子妤,31670_搖籃凡世.csv
31679,凌晨兩點的惡魔,PRETTY CRAZY,韓國,普遍級,2025-08-29,車庫娛樂股份有限公司,112,李相槿; 李相槿,成東鎰; 潤娥; 安普賢,31679_凌晨兩點的惡魔.csv
31682,毒魔,THE TOXIC AVENGER,美國,限制級,2025-08-29,車庫娛樂股份有限公司,102,,,31682_毒魔.csv
31684,熊貓月寶 ,MOON THE PANDA,法國,普遍級,2025-08-29,壹壹喜喜電影股份有限公司,99,吉勒斯戴邁斯特,亞歷珊卓蕾米; 劉燁; 張艾嘉,31684_熊貓月寶 .csv
31685,劇場版 咒術迴戰 懷玉・玉折,JUJUTSU KAISEN: Hidden Inventory / Premature Death – The Movie,日本,保護級,2025-09-05,薩摩亞商羚邦(亞洲)有限公司台灣分公司,110,,,31685_劇場版 咒術迴戰 懷玉・玉折.csv
31701,麵包超人電影版：小水滴的英雄！,ANPANMAN: Chapon's Hero！,日本,普遍級,2025-09-06,曼迪傳播股份有限公司,58,,,31701_麵包超人電影版：小水滴的英雄！.csv
31702,光,The light,德國,輔15級,2025-10-03,聯影企業股份有限公司,162,,,31702_光.csv
31704,陌路兄弟,Road's End in Taiwan,中華民國,保護級,2025-09-26,綺影映畫有限公司,91,瑪莉亞尼科里埃爾,納曜; 鳳小岳; 皮埃爾安托萬杜比; 林慶台,31704_陌路兄弟.csv
31712,劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),Movie:Utano☆Princesama TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version),日本,普遍級,2025-09-05,曼迪傳播股份有限公司,70,,,31712_劇場版 歌之☆王子殿下♪ TABOO NIGHT XXXX with Double Encore (QUARTET NIGHT version).csv
31713,捏造：史上最惡殺人教師,SHAM,日本,輔12級,2025-09-19,光年映畫有限公司,129,三池崇史,龜梨和也; 大倉孝二; 綾野剛; 木村文乃; 柴崎幸,31713_捏造：史上最惡殺人教師.csv
31714,鋼琴之子,Wolfgang,西班牙,普遍級,2025-09-19,仲業股份有限公司,110,哈維爾魯伊斯卡德拉,喬迪卡塔蘭; 安娜卡斯提洛; 米奇艾斯帕貝; 安琪戈尼亞隆斯; 貝爾托羅梅羅,31714_鋼琴之子.csv
31715,致我所愛之人,Belonging,日本,普遍級,2025-09-05,中影股份有限公司,90,東香織,小泉今日子,31715_致我所愛之人.csv
31745,血怨,PEREWANGAN,印尼,輔15級,2025-09-26,車庫娛樂股份有限公司,109,艾文蘇亞迪,烏利特里亞尼; 珊蒂; 貝比伊芙琳; 達維娜卡拉莫伊,31745_血怨.csv
31746,希瑪之歌,Sima's Song,阿富汗,保護級,2025-10-13,飛望影像有限公司,97,,,31746_希瑪之歌.csv
31748,卡夫卡最後的愛,The Glory of Life,德國,保護級,2025-09-27,海鵬影業有限公司,98,喬治馬斯; 茱蒂斯凱夫曼,薩賓塔布瑞亞; 曼努埃爾魯比; 亨麗埃特康芙莉絲,31748_卡夫卡最後的愛.csv
31760,鬼巫,WITCHBOARD,美國,輔15級,2025-09-12,車庫娛樂股份有限公司,112,恰克羅素,麥蒂遜艾斯曼; 梅蘭妮簡森; 亞倫多明格斯; 傑米坎貝爾鮑爾; 查理特翰; 安東妮亞戴斯培,31760_鬼巫.csv
31762,約見波布,Meeting with Pol Pot,法國,輔12級,2025-09-26,海鵬影業有限公司,112,潘禮德,葛雷哥瓦柯林; 伊蓮雅各; 希里爾桂伊,31762_約見波布.csv
31767,醜得要命,THE UGLY,韓國,輔12級,2025-09-20,壹壹喜喜電影股份有限公司,102,延尚昊,朴正民; 權海孝,31767_醜得要命.csv
31769,大競走,THE LONG WALK,美國,輔15級,2025-09-12,車庫娛樂股份有限公司,108,法蘭西斯勞倫斯,約書亞奧吉克; 庫柏霍夫曼; 馬克漢米爾; 查理普拉瑪; 王班; 大衛榮松,31769_大競走.csv
31776,搗破法蘭克,Smashing Frank,香港,輔15級,2025-10-03,華映國際文創股份有限公司,88,蔡康凝,袁富華; 談善言; 楊偉倫; 岑珈其; 林家熙; 楊偲泳,31776_搗破法蘭克.csv
31777,奇幻導航,A BIG BOLD BEAUTIFUL JOURNEY,美國,保護級,2025-10-02,美商台灣索尼影業發行股份有限公司台灣分公司,109,名田高梧,瑪格羅比; 柯林法洛,31777_奇幻導航.csv
31794,劇場版『鏈鋸人 蕾潔篇』,Chainsaw Man – The Movie: Reze Arc,日本,輔15級,2025-09-19,美商台灣索尼影業發行股份有限公司台灣分公司,99,吉原達矢,戶谷菊之介; 菲魯茲藍; 坂田將吾; 楠木燈; 上田麗奈,31794_劇場版『鏈鋸人 蕾潔篇』.csv
31796,傲嬌公主的奇幻冒險,The Proud Princess,捷克,普遍級,2025-09-20,希望影視行銷股份有限公司,84,拉德克貝蘭; 大衛利西,安娜菲亞洛娃; 珍娜斯沃博多瓦; 阿列什普羅哈茲卡,31796_傲嬌公主的奇幻冒險.csv
31797,一戰再戰,One Battle After Another,美國,輔15級,2025-09-25,美商華納兄弟（遠東）股份有限公司台灣分公司,161,保羅湯瑪斯安德森,瑞吉娜霍爾; 西恩潘; 班尼西歐岱托羅; 堤亞娜泰勒; 李奧納多狄卡皮歐; 雀絲英菲尼迪,31797_一戰再戰.csv
31799,電影版 神奇柑仔店 錢天堂,The Supernatural Sweet Shop The Movie,日本,普遍級,2025-09-26,車庫娛樂股份有限公司,103,中田秀夫,上白石萌音; 天海祐希; 大橋和也; 伊原六花,31799_電影版 神奇柑仔店 錢天堂.csv
31801,鬼祭,Pabrik Gula,印尼,輔15級,2025-09-19,采昌國際多媒體股份有限公司,132,艾文蘇亞迪,貝尼迪克特斯西雷加爾; 阿里夫阿爾菲安西亞; 埃爾西亞奧雷利亞; 阿爾巴尼亞西茲,31801_鬼祭.csv
31805,阿蒙怎麼了？,Armand,挪威,輔12級,2025-09-19,好威映象有限公司,117,哈爾夫登烏曼通德爾,艾倫多莉彼得森; 蕾娜特萊茵斯薇; 恩卓海勒斯魏特; 西婭蘭布雷希茨沃倫; 奧伊斯坦羅格,31805_阿蒙怎麼了？.csv
31807,泥娃娃,Mudborn,中華民國,輔15級,2025-10-09,威視股份有限公司,110,解孟儒,郭雪芙; 蔡思韵; 張軒睿; 楊祐寧,31807_泥娃娃.csv
31808,夢想巨無霸,Jumbo,印尼,普遍級,2025-10-03,采昌國際多媒體股份有限公司,102,瑞安阿德里安迪,葛拉西艾拉艾比蓋兒; 尤素夫奧茲坎; 普林斯波艾提雷; 奎因薩爾曼,31808_夢想巨無霸.csv
31809,疾速營救,Stolen Girl,美國,輔12級,2025-09-26,英屬維京群島商高捷全球開發有限公司 台灣分公司,104,詹姆斯肯特,史考特伊斯威特; 凱特貝琴薩,31809_疾速營救.csv
31810,十年,TEN YEARS,香港,輔12級,2025-10-10,佳映娛樂國際股份有限公司,104,,,31810_十年.csv
31835,沒好婚姻,The Roses,美國,輔15級,2025-09-26,台灣華特迪士尼股份有限公司,105,傑洛奇,安迪山伯格; 愛莉森珍妮; 班尼迪克康柏拜區; 凱特麥金儂; 蘇尼塔馬尼; 奧莉薇雅柯爾曼,31835_沒好婚姻.csv
31836,8號出口,Exit 8,日本,保護級,2025-09-19,壹壹喜喜電影股份有限公司,94,川村元氣,二宮和也; 小松菜奈,31836_8號出口.csv
31842,蓋比的娃娃屋大電影,GABBY'S DOLLHOUSE: THE MOVIE,美國,普遍級,2025-10-03,美商美國環球影片股份有限公司台灣分公司,98,萊恩克雷戈,瑪吉洛; 茱莉葉多南費爾德; 多諾萬巴頓; 克莉絲汀薇格; 艾德華度法蘭科; 萊拉洛克哈特克雷納,31842_蓋比的娃娃屋大電影.csv
31863,他年她日,MEASURE IN LOVE,香港,保護級,2025-09-29,香港商甲上娛樂有限公司台灣分公司,112,龔兆平,陳澤耀; 許光漢; 袁澧林,31863_他年她日.csv
31900,一百公尺。,100 METERS,日本,普遍級,2025-10-03,車庫娛樂股份有限公司,106,岩井澤健治,松坂桃李; 染谷將太,31900_一百公尺。.csv
31904,陰陽眼見子,THE GIRL WHO SEES,日本,保護級,2025-09-30,天馬行空數位有限公司,97,中村義洋,久間田琳加; 奈葉; 原菜乃華,31904_陰陽眼見子.csv
31988,銀簪子,Grandma's Hairpin,中華民國,普遍級,2025-10-02,牽猴子股份有限公司,88,蕭菊貞,,31988_銀簪子.csv
32086,有用的鬼,A Useful Ghost,泰國,限制級,2025-10-12,傳影互動股份有限公司,130,,,32086_有用的鬼.csv
32087,碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版),Bebefinn Sing-Along Movie: Into the Pinkfong World,韓國,普遍級,2025-10-04,香港商甲上娛樂有限公司台灣分公司,64,,,32087_碰碰狐和貝貝彬歡唱電影：奇幻世界大冒險(國語版).csv
32098,藤本樹17-26：PART 1,Tatsuki Fujimoto 17‐21,日本,輔12級,2025-10-13,采昌國際多媒體股份有限公司,67,,,32098_藤本樹17-26：PART 1.csv
32099,創：戰神,Tron: Ares,美國,保護級,2025-10-08,台灣華特迪士尼股份有限公司,118,喬奇姆羅寧,吉蓮安德森; 傑瑞德雷托; 伊凡彼得斯; 茱蒂透納史密斯; 葛麗塔李; 傑夫布里吉,32099_創：戰神.csv
32103,狼來了,COYOTES,美國,輔15級,2025-10-09,車庫娛樂股份有限公司,91,科林米尼漢,賈斯汀隆; 凱特柏絲沃,32103_狼來了.csv
32111,徵人啟弒,NO Other Choice,韓國,輔15級,2025-10-09,英屬維京群島商高捷全球開發有限公司 台灣分公司,138,朴贊郁,車勝元; 李星民; 朴喜洵; 孫藝真; 廉惠蘭; 李炳憲,32111_徵人啟弒.csv
32112,風林火山,Sons of the Neon Night,香港,限制級,2025-10-09,壹壹喜喜電影股份有限公司,125,麥浚龍,梁家輝; 劉青雲; 高圓圓; 古天樂; 金城武,32112_風林火山.csv
32114,藤本樹17-26：PART 2,Tatsuki Fujimoto 22-26,日本,輔12級,2025-10-13,采昌國際多媒體股份有限公司,75,,,32114_藤本樹17-26：PART 2.csv
32116,銀魂劇場版 2D 真選組動亂篇,GINTAMA ON THEATER 2D Shinsen-Gumi Doukan Arc,日本,保護級,2025-10-09,薩摩亞商羚邦(亞洲)有限公司台灣分公司,101,,,32116_銀魂劇場版 2D 真選組動亂篇.csv
8873,橫山家之味,STILL WALKING,日本,普遍級,2018-06-08,傳影互動股份有限公司,110,是枝裕和,阿部寬; 夏川結衣; 樹木希林; 寺島進,8873_橫山家之味.csv
8878,無人知曉的夏日清晨,NOBODY KNOWS,日本,輔12級,2018-06-08,傳影互動股份有限公司,140,是枝裕和,柳樂優彌; 木村飛影; 北浦愛; 清水萌萌子; 韓英惠; YOU,8878_無人知曉的夏日清晨.csv
9161,宿怨,HEREDITARY,美國,輔15級,2018-06-13,傳影互動股份有限公司,128,亞瑞阿斯特,東妮克莉蒂; 蓋布瑞拜恩; 艾力克斯沃爾夫; 米莉夏皮羅; 安道得; Mallory Bechtel; Zachary Arthur; Mark Blockovich; Jake Brown; Gabriel Monroe Eckert; John Forker; Gerry Garcia; Austin R. Grant; Rachelle Hardy; Brock McKinney,9161_宿怨.csv
