gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
31794,tt30472557,2025W41,2025-10-28 12:29:55,8.5/10,,,omdb,2025/10/28 12:30,劇場版『鏈鋸人 蕾潔篇』
31794,tt30472557,2025W43,2025-10-26 22:24:32,8.5/10,,,omdb,2025/10/28 12:31,劇場版『鏈鋸人 蕾潔篇』
