gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
31776,tt35724819,2025W41,2025-10-28 12:29:52,,,,omdb,2025/10/28 12:30,搗破法蘭克
31776,tt35724819,2025W43,2025-10-26 22:24:29,,,,omdb,2025/10/28 12:31,搗破法蘭克
