gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
21389,tt13841850,2025W41,2025-10-28 12:28:49,6.0/10,69%,65/100,omdb,2025/10/28 12:30,們
