gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
30008,tt28853268,2025W41,2025-10-28 12:29:03,7.9/10,80%,,omdb,2025/10/28 12:30,看不見的國家
