gov_id,imdb_id,week_label,crawl_date,imdb_rating,tomatoes_rating,metacritic_rating,source,update_at,gov_title_zh
13460,tt8772262,2025W43,2025-10-26 22:22:17,7.1/10,83%,72/100,omdb,2025/10/28 12:31,仲夏魘
